Gene	Start	Stop	Strand	Leaderless?
Rv2273	2546102	2546431	+	N
Rv2274c	2546805	2546488	-	N
Rv2275	2546883	2547752	+	N
Rv2276	2547749	2548939	+	N
Rv2277c	2550029	2549124	-	N
Rv2278	2550065	2550391	+	N
Rv2279	2550388	2551326	+	N
Rv2280	2551560	2552939	+	N
Rv2281	2553173	2554831	+	N
Rv2282c	2555876	2554938	-	N
Rv2283	2555941	2556135	+	N
Rv2284	2556145	2557440	+	Y
Rv2285	2557473	2558810	+	Y
Rv2286c	2559569	2558877	-	N
Rv2287	2559703	2561331	+	N
Rv2288	2561328	2561705	+	N
Rv2289	2561675	2562457	+	N
Rv2290	2562599	2563114	+	N
Rv2291	2563174	2564028	+	N
Rv2292c	2564253	2564029	-	N
Rv2293c	2565032	2564292	-	N
Rv2294	2565327	2566550	+	Y
Rv2295	2566847	2567410	+	Y
Rv2296	2567504	2568406	+	N
Rv2297	2568438	2568890	+	N
Rv2298	2569082	2570053	+	Y
Rv2299c	2572002	2570059	-	N
Rv2300c	2573008	2572076	-	N
Rv2301	2573015	2573707	+	Y
Rv2302	2573813	2574055	+	N
Rv2303c	2575019	2574096	-	N
Rv2304c	2575225	2575016	-	N
Rv2305	2575809	2577098	+	Y
Rv2306A	2577108	2577701	+	N
Rv2306B	2577488	2577922	+	N
Rv2307c	2578696	2577851	-	N
Rv2307A	2579419	2579228	-	N
Rv2307B	2579935	2579504	-	N
Rv2307D	2580210	2580028	-	N
Rv2308	2580419	2581135	+	N
Rvnt24	2581837	2581764	-	N
Rv2309c	2582025	2581843	-	Y
Rv2309A	2583045	2583332	+	N
Rv2310	2583435	2583779	+	N
Rv2311	2583884	2584408	+	N
Rv2312	2584486	2584755	+	N
Rv2313c	2585906	2585052	-	Y
Rv2314c	2587290	2585917	-	N
Rv2315c	2588804	2587287	-	Y
Rv2316	2588838	2589710	+	N
Rv2317	2589697	2590521	+	N
Rv2318	2590518	2591840	+	N
Rv2319c	2592726	2591848	-	N
Rv2320c	2594153	2592723	-	N
Rv2321c	2594699	2594154	-	N
Rv2322c	2595364	2594699	-	N
Rv2323c	2596269	2595361	-	N
Rv2324	2596334	2596780	+	N
Rv2325c	2597857	2597009	-	N
Rv2326c	2599902	2597854	-	Y
Rv2327	2599988	2600479	+	Y
Rv2328	2600731	2601879	+	N
Rv2329c	2603461	2601914	-	N
Rv2330c	2604222	2603695	-	N
Rv2331	2604297	2604683	+	N
Rv2331A	2604740	2605078	+	N
Rv2332	2605108	2606754	+	N
Rv2333c	2608321	2606708	-	N
Rv2334	2608796	2609728	+	N
Rv2335	2609732	2610421	+	N
Rv2336	2610837	2611805	+	N
Rv2337c	2612987	2611869	-	N
Rv2338c	2614063	2613107	-	N
Rv2339	2614693	2617581	+	N
Rv2340c	2618908	2617667	-	N
Rvnt25	2619479	2619407	-	N
Rv2341	2619597	2620016	+	N
Rv2342	2620272	2620529	+	N
Rv2343c	2622452	2620533	-	Y
Rv2344c	2623752	2622457	-	Y (1 nt leader)
Rv2345	2623821	2625803	+	Y
Rv2346c	2626172	2625888	-	N
Rv2347c	2626519	2626223	-	N
Rv2348c	2626980	2626654	-	N
Rv2349c	2628698	2627172	-	N
Rv2350c	2630319	2628781	-	N
Rv2351c	2632075	2630537	-	N
Rv2352c	2634098	2632923	-	N
Rv2353c	2635592	2634528	-	N
Rv2354	2635628	2635954	+	N
Rv2355	2635951	2636889	+	N
Rv2356c	2639535	2637688	-	N
Rv2357c	2641064	2639673	-	N
Rv2358	2641246	2641653	+	N
Rv2359	2641650	2642042	+	N
Rv2360c	2642578	2642150	-	N
Rv2361c	2643468	2642578	-	N
Rv2362c	2644258	2643461	-	Y
Rv2363	2644320	2645774	+	Y
Rv2364c	2646673	2645771	-	N
Rv2365c	2647088	2646747	-	N
Rv2366c	2648367	2647060	-	N
Rv2367c	2648912	2648364	-	N
Rv2368c	2649974	2648916	-	N
Rv2369c	2650248	2649946	-	N
Rv2370c	2651558	2650245	-	N
Rv2371	2651753	2651938	+	N
Rv2372c	2652825	2652037	-	N
Rv2373c	2653987	2652839	-	N
Rv2374c	2655093	2654062	-	N
Rv2375	2655265	2655582	+	N
Rv2376c	2656115	2655609	-	N
Rv2377c	2656430	2656215	-	N
Rv2378c	2657703	2656408	-	N
Rv2379c	2662085	2657700	-	N
Rv2380c	2667115	2662067	-	N
Rv2381c	2670269	2667255	-	N
Rv2382c	2671603	2670269	-	N
Rv2383c	2675837	2671593	-	N
Rv2384	2675936	2677633	+	N
Rv2385	2677729	2678649	+	N
Rv2386c	2680005	2678653	-	N
Rv2387	2680765	2682018	+	N
Rv2388c	2683142	2682015	-	N
Rv2389c	2683712	2683248	-	N
Rv2390c	2684266	2683709	-	N
Rv2391	2684679	2686370	+	N
Rv2392	2686367	2687131	+	N
Rv2393	2687128	2687973	+	N
Rv2394	2688010	2689941	+	N
Rv2395	2690072	2692075	+	Y
Rv2396	2692799	2693884	+	N
Rv2397c	2694964	2693909	-	N
Rv2398c	2695799	2694981	-	N
Rv2399c	2696647	2695796	-	N
Rv2400c	2697714	2696644	-	N
Rv2401	2697728	2698057	+	N
Rv2401A	2698245	2698042	-	N
Rv2402	2698415	2700457	+	Y
Rv2403c	2701290	2700535	-	N
Rv2405	2703236	2703838	+	Y
Rv2404c	2703248	2701287	-	N
Rv2406c	2704080	2704009	-	Y
Rv2407	2704697	2705518	+	N
Rv2408	2706017	2706736	+	N
Rv2409c	2707333	2706494	-	N
Rv2410c	2708310	2707333	-	N
Rv2411c	2709956	2708310	-	Y
Rv2412	2710075	2710335	+	N
Rv2413c	2711319	2710351	-	Y
Rv2414c	2712876	2711332	-	N
Rv2415c	2713784	2712891	-	N
Rv2416c	2715332	2714124	-	N
Rv2417c	2716314	2715472	-	N
Rv2418c	2717138	2716395	-	N
Rv2419c	2717799	2717128	-	N
Rv2420c	2718176	2717796	-	N
Rv2421c	2718832	2718173	-	Y
Rv2422	2719083	2719355	+	N
Rv2423	2719597	2720643	+	Y
Rv2424c	2721777	2720776	-	N
Rv2425c	2723308	2721866	-	N
Rv2426c	2724183	2723308	-	N
Rv2427c	2725477	2724230	-	N
Rv2427Ac	2726087	2725571	-	N
Rv2428	2726193	2726780	+	N
Rv2429	2726806	2727339	+	N
Rv2430c	2727920	2727336	-	N
Rv2431c	2728266	2727967	-	N
Rv2432c	2728847	2728437	-	N
Rv2433c	2729134	2728844	-	N
Rv2434c	2730560	2729115	-	N
Rv2435c	2732749	2730557	-	N
Rv2436	2733230	2734144	+	N
Rv2437	2734376	2734795	+	N
Rv2438A	2736709	2736987	+	N
Rv2438c	2736831	2734792	-	N
Rv2439c	2738247	2737117	-	N
Rv2440c	2739686	2738247	-	N
Rv2441c	2740032	2739772	-	N
Rv2442c	2740361	2740047	-	N
Rv2443	2740709	2742184	+	N
Rv2444c	2744984	2742123	-	N
Rv2445c	2745724	2745314	-	Y
Rv2446c	2746138	2745767	-	N
Rv2447c	2747598	2746135	-	N
Rv2448c	2750255	2747595	-	Y
Rv2449c	2751572	2750313	-	Y
Rv2450c	2752180	2751662	-	N
Rv2451	2752262	2752660	+	N
Rv2452c	2752994	2752848	-	N
Rv2453c	2753623	2753018	-	N
Rv2454c	2754746	2753625	-	N
Rv2455c	2756704	2754743	-	N
Rv2456c	2758192	2756936	-	N
Rv2457c	2759488	2758208	-	N
Rv2458	2759779	2760687	+	N
Rv2459	2760854	2762380	+	N
Rv2460c	2763175	2762531	-	N
Rv2461c	2763774	2763172	-	N
Rv2462c	2765291	2763891	-	N
Rvnt26	2765404	2765331	-	N
Rvnt27	2765541	2765611	+	N
Rv2463	2765655	2766839	+	N
Rv2464c	2767665	2766859	-	N
Rv2465c	2768150	2767671	-	Y
Rv2466c	2768884	2768261	-	N
Rv2467	2768986	2771571	+	Y
Rv2468c	2772147	2771644	-	N
Rv2469c	2773035	2772367	-	N
Rv2470	2773178	2773564	+	N
Rv2471	2773564	2775204	+	N
Rv2472	2775272	2775565	+	N
Rv2473	2775688	2776284	+	Y
Rv2474c	2776969	2776316	-	N
Rv2475c	2777391	2776975	-	N
Rv2476c	2782262	2777388	-	N
Rv2477c	2784042	2782366	-	N
Rv2478c	2784608	2784123	-	N
Rv2479c	2785697	2784657	-	N
Rv2480c	2785918	2785592	-	N
Rv2481c	2786898	2786575	-	N
Rv2482c	2789283	2786914	-	N
Rv2483c	2791022	2789280	-	N
Rv2484c	2792494	2791019	-	N
Rv2485c	2793988	2792723	-	N
Rvnt28	2794176	2794249	+	N
Rv2486	2794350	2795120	+	N
Rv2487c	2797385	2795301	-	N
Rv2488c	2800880	2797467	-	N
Rv2489c	2801145	2800846	-	N
Rv2490c	2806236	2801254	-	N
Rv2491	2806665	2807288	+	N
Rv2492	2807278	2808030	+	N
Rv2493	2808083	2808304	+	Y
Rv2494	2808310	2808735	+	N
Rv2495c	2809939	2808758	-	N
Rv2496c	2810982	2809936	-	N
Rv2497c	2812096	2810993	-	N
Rv2498c	2813176	2812355	-	N
Rv2499c	2813730	2813173	-	N
Rv2500c	2814911	2813727	-	N
Rv2501c	2816880	2814916	-	N
Rv2502c	2818474	2816885	-	N
Rv2503c	2819127	2818471	-	N
Rv2504c	2819870	2819124	-	N
Rv2505c	2821596	2819953	-	N
Rv2506	2821712	2822359	+	N
Rv2507	2822438	2823259	+	N
Rv2508c	2824593	2823256	-	N
Rv2509	2824678	2825484	+	Y
Rv2510c	2827089	2825488	-	Y
Rv2511	2827157	2827804	+	Y
Rvnt29	2827854	2827926	+	N
Rv2512c	2829803	2828556	-	N
Rv2513	2830161	2830583	+	N
Rv2514c	2831338	2830877	-	N
Rv2515c	2832591	2831344	-	N
Rv2516c	2833513	2832710	-	N
Rv2517c	2833761	2833510	-	N
Rv2518c	2835335	2834109	-	N
Rvnt30	2835494	2835566	+	N
Rv2519	2835785	2837263	+	N
Rv2520c	2837615	2837388	-	N
Rv2521	2837684	2838157	+	Y
Rv2522c	2839541	2838129	-	N
Rv2523c	2839930	2839538	-	N
Rv2524c	2849332	2840123	-	N
Rv2525c	2850574	2849852	-	Y
Rv2526	2851091	2851318	+	Y
Rv2527	2851315	2851716	+	N
Rv2528c	2852671	2851751	-	N
Rv2529	2853316	2854266	+	Y
Rv2530c	2854686	2854267	-	N
Rv2530A	2854907	2854683	-	Y
Rv2531c	2857781	2854938	-	N
Rv2532c	2858254	2857853	-	N
Rv2533c	2858724	2858254	-	N
Rv2534c	2859290	2858727	-	N
Rv2535c	2860418	2859300	-	Y
Rv2536	2860452	2861144	+	Y
Rv2537c	2861591	2861148	-	N
Rv2538c	2862676	2861588	-	N
Rv2539c	2863203	2862673	-	N
Rv2540c	2864412	2863207	-	Y
Rv2541	2864520	2864834	+	Y
Rv2542	2865130	2866341	+	N
Rv2543	2866468	2867127	+	N
Rv2544	2867124	2867786	+	N
Rv2545	2867783	2868061	+	N
Rv2546	2868154	2868567	+	N
Rv2547	2868606	2868863	+	Y
Rv2548	2868860	2869237	+	N
Rv2549c	2870122	2869727	-	N
Rv2550c	2870340	2870119	-	Y
Rv2551c	2871194	2870775	-	N
Rv2552c	2872015	2871206	-	N
Rv2553c	2873265	2872012	-	N
Rv2554c	2873770	2873258	-	N
Rv2555c	2876485	2873771	-	N
Rv2556c	2876977	2876576	-	Y
Rv2557	2877072	2877746	+	N
Rv2558	2877831	2878541	+	N
Rv2559c	2879929	2878571	-	N
Rv2560	2880075	2881052	+	N
Rv2561	2881409	2881702	+	N
Rv2562	2881758	2882147	+	N
Rv2563	2882290	2883339	+	Y
Rv2564	2883342	2884334	+	N
Rv2565	2884611	2886362	+	N
Rv2566	2886373	2889795	+	N
Rv2567	2889795	2892449	+	Y (1 nt leader)
Rv2568c	2893471	2892446	-	N
Rv2569c	2894408	2893464	-	N
Rv2570	2894512	2894901	+	N
Rv2571c	2895960	2894893	-	N
Rv2572c	2897803	2896013	-	N
Rv2573	2897956	2898783	+	N
Rv2574	2898806	2899309	+	Y
Rv2575	2899339	2900220	+	N
Rv2576c	2900648	2900226	-	Y
Rv2577	2900918	2902507	+	N
Rv2578c	2903531	2902509	-	N
Rv2579	2903639	2904541	+	N
Rv2580c	2906092	2904821	-	N
Rv2581c	2906763	2906089	-	Y
Rv2582	2906862	2907740	+	Y
Rv2583c	2910198	2907826	-	N
Rv2584c	2910900	2910229	-	N
Rv2585c	2912677	2911004	-	N
Rv2586c	2914011	2912683	-	N
Rv2587c	2915736	2914015	-	N
Rv2588c	2916193	2915846	-	N
Rv2589	2916360	2917709	+	N
Rv2590	2917871	2921377	+	N
Rv2591	2921551	2923182	+	N
Rv2592c	2924233	2923199	-	N
Rv2593c	2924820	2924230	-	N
Rv2594c	2925383	2924817	-	N
Rv2595	2925492	2925737	+	Y
Rv2596	2925734	2926138	+	N
Rv2597	2926355	2926975	+	N
Rv2598	2926986	2927480	+	N
Rv2599	2927477	2927908	+	N
Rv2600	2927990	2928391	+	N
Rv2601	2928388	2929959	+	N
Rv2601A	2930070	2930357	+	Y
Rv2602	2930344	2930784	+	N
Rv2603c	2931560	2930805	-	N
Rv2604c	2932289	2931693	-	N
Rv2605c	2933142	2932297	-	N
Rv2606c	2934070	2933171	-	N
Rv2607	2934198	2934872	+	N
Rv2608	2935046	2936788	+	N
Rv2609c	2937865	2936810	-	N
Rv2610c	2939001	2937865	-	N
Rv2611c	2939962	2939012	-	N
Rv2612c	2940612	2939959	-	N
Rv2613c	2941196	2940609	-	N
Rv2614c	2943267	2941189	-	N
Rv2614A	2943376	2943603	+	N
Rv2615c	2944985	2943600	-	N
Rv2616	2945330	2945830	+	Y
Rv2617c	2946287	2945847	-	N
Rv2618	2946434	2947111	+	N
Rv2619c	2947449	2947096	-	N
Rv2620c	2947887	2947462	-	N
Rv2621c	2948558	2947884	-	N
Rv2622	2948636	2949457	+	N
Rv2623	2949593	2950486	+	N
Rv2624c	2951307	2950489	-	N
Rv2625c	2952503	2951322	-	N
Rv2626c	2952993	2952562	-	N
Rv2627c	2954748	2953507	-	N
Rv2628	2955058	2955420	+	N
Rv2629	2955767	2956891	+	N
Rv2630	2956893	2957432	+	N
Rv2631	2957572	2958870	+	N
Rv2632c	2959190	2958909	-	N
Rv2633c	2959820	2959335	-	N
Rv2634c	2962441	2960105	-	N
Rv2635	2962470	2962712	+	N
Rv2636	2962761	2963390	+	Y
Rv2637	2963586	2964242	+	N
Rv2638	2964405	2964851	+	N
Rv2639c	2965358	2965026	-	Y
Rv2640c	2965837	2965478	-	Y
Rv2641	2965939	2966397	+	N
Rv2642	2966533	2966913	+	N
Rv2643	2966910	2968406	+	N
Rv2644c	2968850	2968533	-	N
Rvnt31	2969568	2969497	-	N
Rvnt32	2969753	2969825	+	N
Rvnt33	2969855	2969925	+	N
Rvnt34	2969942	2970013	+	N
Rv2645	2970123	2970554	+	N
Rv2646	2970551	2971549	+	N
Rv2647	2971659	2972027	+	N
Rv2648	2972160	2972486	+	N
Rv2649	2972435	2973421	+	N
Rv2650c	2975234	2973795	-	N
Rv2651c	2975775	2975242	-	N
Rv2652c	2976554	2975928	-	N
Rv2653c	2976909	2976586	-	N
Rv2654c	2977234	2976989	-	N
Rv2655c	2978658	2977231	-	N
Rv2656c	2979052	2978660	-	N
Rv2657c	2979309	2979049	-	N
Rv2658c	2979688	2979326	-	N
Rv2659c	2980818	2979691	-	N
Rv2660c	2981190	2980963	-	N
Rv2662	2981482	2981754	+	N
Rv2661c	2981576	2981187	-	N
Rv2663	2981853	2982086	+	N
Rv2664	2982097	2982351	+	N
Rv2665	2982699	2982980	+	N
Rv2666	2983071	2983874	+	N
Rv2667	2983896	2984654	+	N
Rv2668	2984733	2985254	+	N
Rv2669	2985283	2985753	+	N
Rv2671	2986839	2987615	+	Y
Rv2670c	2986840	2985731	-	N
Rv2672	2987700	2989268	+	Y
Rv2673	2989306	2990592	+	Y
Rv2674	2990706	2991116	+	Y
Rv2675c	2991936	2991184	-	N
Rv2676c	2992628	2991933	-	Y
Rv2677c	2993992	2992634	-	N
Rv2678c	2995062	2993989	-	Y (1 nt leader)
Rv2679	2995115	2995945	+	Y
Rv2680	2996003	2996737	+	Y
Rv2681	2996739	2998055	+	N
Rv2682c	2999968	2998052	-	Y
Rv2683	3000112	3000609	+	N
Rv2684	3000614	3001903	+	N
Rv2685	3001983	3003269	+	N
Rv2686c	3004038	3003280	-	N
Rv2687c	3004748	3004035	-	N
Rv2688c	3005650	3004745	-	N
Rv2689c	3007062	3005845	-	N
Rv2690c	3009209	3007236	-	Y
Rv2691	3009344	3010027	+	N
Rv2692	3010024	3010686	+	N
Rv2693c	3011368	3010697	-	N
Rv2694c	3011767	3011399	-	N
Rv2695	3011916	3012623	+	N
Rv2696c	3013608	3012829	-	N
Rv2697c	3014147	3013683	-	Y
Rv2698	3014173	3014658	+	Y
Rv2699c	3014965	3014663	-	N
Rv2700	3015203	3015853	+	Y
Rv2701c	3016735	3015863	-	N
Rv2702	3016858	3017655	+	N
Rv2703	3017835	3019421	+	N
Rv2704	3019458	3019886	+	N
Rv2705c	3020197	3019814	-	Y
Rv2706c	3020457	3020200	-	N
Rv2707	3020573	3021547	+	N
Rv2708c	3021787	3021548	-	Y
Rv2709	3021857	3022285	+	Y
Rv2710	3022461	3023432	+	N
Rv2711	3023565	3024257	+	N
Rv2712c	3025328	3024270	-	N
Rv2713	3025432	3026847	+	Y
Rv2714	3027065	3028039	+	N
Rv2715	3028098	3029123	+	N
Rv2716	3029172	3029858	+	Y
Rv2717c	3030385	3029867	-	Y
Rv2718c	3030877	3030413	-	N
Rv2719c	3031537	3031040	-	N
Rv2720	3031788	3032498	+	Y
Rv2721c	3034619	3032520	-	N
Rv2722	3034635	3034883	+	N
Rv2723	3034909	3036102	+	N
Rv2724c	3037291	3036131	-	N
Rv2725c	3038914	3037427	-	N
Rv2726c	3039800	3038931	-	N
Rv2727c	3040769	3039825	-	N
Rv2728c	3041461	3040766	-	N
Rv2729c	3042475	3041570	-	N
Rv2730	3042542	3043018	+	N
Rv2731	3043026	3044378	+	N
Rv2732c	3044989	3044375	-	N
Rv2733c	3046533	3044986	-	Y
Rv2734	3046821	3047675	+	N
Rv2735c	3048552	3047560	-	N
Rv2736c	3049086	3048562	-	N
Rv2737c	3051424	3049052	-	N
Rv2737A	3051619	3051792	+	N
Rv2738c	3052000	3051806	-	Y
Rv2739c	3053189	3052023	-	Y (1 nt leader)
Rv2740	3053233	3053682	+	Y
Rv2741	3053914	3055491	+	N
Rv2742c	3056348	3055515	-	N
Rv2743c	3057232	3056420	-	N
Rv2744c	3058063	3057251	-	N
Rv2745c	3058531	3058193	-	N
Rv2746c	3059201	3058602	-	Y
Rv2747	3059262	3059786	+	Y
Rv2748c	3062350	3059855	-	Y
Rv2749	3062505	3062819	+	N
Rv2750	3062816	3063634	+	N
Rv2751	3063638	3064528	+	N
Rv2752c	3066191	3064515	-	N
Rv2753c	3067124	3066222	-	Y
Rv2754c	3067945	3067193	-	Y
Rv2755c	3068464	3068189	-	N
Rv2756c	3070083	3068461	-	N
Rv2757c	3070586	3070170	-	N
Rv2758c	3070810	3070583	-	Y
Rv2759c	3071270	3070875	-	N
Rv2760c	3071536	3071267	-	N
Rv2761c	3072640	3071546	-	N
Rv2762c	3073056	3072637	-	N
Rv2763c	3073609	3073130	-	N
Rv2764c	3074480	3073680	-	Y
Rv2765	3074636	3075373	+	N
Rv2766c	3076370	3075588	-	N
Rv2767c	3076720	3076367	-	N
Rv2768c	3078078	3076894	-	N
Rv2769c	3078985	3078158	-	N
Rv2770c	3080457	3079309	-	N
Rv2771c	3081033	3080581	-	N
Rv2772c	3081592	3081119	-	N
Rv2773c	3082341	3081604	-	Y
Rv2774c	3082756	3082352	-	N
Rv2775	3082909	3083370	+	N
Rv2776c	3084303	3083374	-	N
Rv2777c	3085555	3084485	-	N
Rv2778c	3086183	3085713	-	Y
Rv2779c	3086754	3086215	-	N
Rv2780	3086820	3087935	+	N
Rv2781c	3088984	3087950	-	N
Rv2782c	3090361	3089045	-	N
Rv2783c	3092597	3090339	-	N
Rv2784c	3093466	3092951	-	N
Rv2785c	3093748	3093479	-	N
Rv2786c	3094879	3093905	-	Y
Rv2787	3095111	3096874	+	N
Rv2788	3096959	3097645	+	Y
Rv2789c	3098938	3097706	-	N
Rv2790c	3100169	3098964	-	N
Rv2791c	3101581	3100202	-	N
Rv2792c	3102162	3101581	-	N
Rv2793c	3103260	3102364	-	N
Rv2794c	3103940	3103257	-	N
Rv2795c	3104911	3103937	-	Y
Rv2796c	3105619	3105056	-	N
Rv2797c	3107307	3105619	-	N
Rv2798c	3107637	3107311	-	N
Rv2799	3107768	3108397	+	N
Rv2800	3108416	3110065	+	N
Rv2801c	3110523	3110167	-	N
Rv2802c	3111823	3110780	-	N
Rv2803	3112014	3112289	+	Y
Rv2805	3112867	3113271	+	N
Rv2804c	3113094	3112465	-	N
Rv2806	3113268	3113459	+	N
Rv2807	3113658	3114812	+	N
Rv2808	3115046	3115303	+	N
Rv2809	3115408	3115719	+	N
Rv2811	3116139	3116747	+	N
Rv2810c	3116142	3115741	-	N
Rv2812	3116818	3118227	+	N
Rv2813	3118224	3119036	+	N
Rv2814c	3121504	3120566	-	N
Rv2815c	3121827	3121501	-	N
Rv2816c	3123966	3123625	-	N
Rv2817c	3124983	3123967	-	N
Rv2818c	3126144	3124996	-	N
Rv2819c	3127367	3126240	-	N
Rv2820c	3128272	3127364	-	N
Rv2821c	3128963	3128253	-	N
Rv2822c	3129347	3128973	-	N
Rv2823c	3131773	3129344	-	N
Rv2824c	3132714	3131770	-	N
Rv2825c	3133539	3132892	-	N
Rv2826c	3134593	3133709	-	N
Rv2827c	3135483	3134596	-	N
Rv2828c	3136333	3135788	-	N
Rv2829c	3137012	3136620	-	N
Rv2830c	3137236	3137009	-	Y
Rv2831	3137271	3138020	+	Y
Rv2832c	3139181	3138099	-	N
Rv2833c	3140484	3139174	-	N
Rv2834c	3141314	3140487	-	N
Rv2835c	3142222	3141311	-	N
Rv2836c	3143628	3142309	-	N
Rv2837c	3144645	3143635	-	N
Rv2838c	3145171	3144620	-	N
Rv2839c	3147873	3145171	-	N
Rv2840c	3148258	3147959	-	N
Rv2841c	3149428	3148385	-	N
Rv2842c	3149976	3149425	-	N
Rv2843	3150171	3150716	+	Y
Rv2844	3150713	3151201	+	N
Rv2845c	3152950	3151202	-	Y
Rv2846c	3154631	3153039	-	Y
Rv2847c	3155871	3154654	-	Y
Rv2848c	3157521	3156148	-	N
Rv2849c	3158144	3157521	-	N
Rv2850c	3160054	3158165	-	N
Rv2851c	3160521	3160051	-	N
Rv2852c	3162061	3160580	-	N
Rv2853	3162268	3164115	+	N
Rv2854	3164152	3165192	+	N
Rv2855	3165205	3166584	+	N
Rv2856	3166684	3167802	+	N
Rv2857c	3169359	3168583	-	N
Rv2858c	3170723	3169356	-	N
Rv2859c	3171646	3170720	-	N
Rv2860c	3173000	3171627	-	N
Rv2861c	3174017	3173160	-	Y
Rv2862c	3174643	3174059	-	N
Rv2863	3174992	3175372	+	N
Rv2864c	3177265	3175454	-	Y (1 nt leader)
Rv2865	3177537	3177818	+	Y
Rv2866	3177822	3178085	+	N
Rv2867c	3179312	3178458	-	N
Rv2868c	3180531	3179368	-	N
Rv2869c	3181762	3180548	-	N
Rv2870c	3183011	3181770	-	Y
Rv2871	3183138	3183395	+	Y
Rv2872	3183382	3183825	+	N
Rv2873	3183905	3184567	+	N
Rv2874	3184847	3186934	+	N
Rv2875	3187030	3187611	+	N
Rv2876	3187663	3187977	+	N
Rv2877c	3188871	3188008	-	N
Rv2878c	3189397	3188876	-	N
Rv2879c	3190152	3189583	-	N
Rv2880c	3190678	3189851	-	N
Rv2881c	3191621	3190701	-	N
Rv2882c	3192201	3191644	-	N
Rv2883c	3193158	3192373	-	N
Rv2884	3193393	3194151	+	N
Rv2885c	3195548	3194166	-	N
Rv2887	3196431	3196850	+	Y
Rv2886c	3196432	3195545	-	N
Rv2888c	3198285	3196864	-	N
Rv2889c	3199107	3198292	-	N
Rv2890c	3199982	3199119	-	N
Rv2891	3200266	3201015	+	N
Rv2892c	3202020	3200794	-	N
Rv2893	3202420	3203397	+	N
Rv2894c	3204290	3203394	-	Y
Rv2895c	3205232	3204381	-	N
Rv2896c	3206434	3205265	-	N
Rv2897c	3207942	3206431	-	N
Rv2898c	3208328	3207942	-	N
Rv2899c	3209406	3208576	-	N
Rv2900c	3211730	3209406	-	Y
Rv2901c	3212108	3211803	-	N
Rv2902c	3212956	3212162	-	N
Rv2903c	3213854	3212970	-	N
Rv2904c	3214253	3213912	-	N
Rv2905	3214628	3215572	+	N
Rv2906c	3216357	3215665	-	N
Rv2907c	3216891	3216361	-	N
Rv2908c	3217147	3216905	-	N
Rv2909c	3217643	3217155	-	N
Rv2910c	3218270	3217827	-	N
Rv2911	3218339	3219214	+	Y
Rv2912c	3219861	3219274	-	N
Rv2913c	3221698	3219863	-	N
Rv2914c	3223524	3221767	-	Y
Rv2915c	3224680	3223568	-	N
Rv2916c	3226285	3224708	-	Y
Rv2917	3226363	3228243	+	N
Rv2918c	3230680	3228254	-	N
Rv2919c	3231076	3230738	-	N
Rv2920c	3232506	3231073	-	N
Rv2921c	3234139	3232871	-	N
Rv2922c	3237806	3234189	-	Y
Rv2922A	3238099	3237818	-	N
Rv2923c	3238499	3238086	-	Y
Rv2924c	3239470	3238601	-	N
Rv2925c	3240551	3239829	-	N
Rv2926c	3241171	3240548	-	N
Rv2927c	3241959	3241222	-	N
Rv2928	3242234	3242983	+	Y
Rv2929	3242970	3243281	+	N
Rv2930	3243697	3245448	+	N
Rv2931	3245445	3251075	+	N
Rv2932	3251072	3255688	+	N
Rv2933	3255685	3262251	+	N
Rv2934	3262248	3267731	+	N
Rv2935	3267737	3272203	+	N
Rv2936	3272214	3273209	+	N
Rv2937	3273206	3274075	+	N
Rv2938	3274072	3274902	+	N
Rv2939	3274949	3276217	+	N
Rv2940c	3282715	3276380	-	N
Rv2941	3283335	3285077	+	Y
Rv2942	3285070	3287832	+	N
Rv2943	3288464	3289705	+	N
Rv2943A	3289705	3290235	+	N
Rv2944	3289790	3290506	+	N
Rv2945c	3291325	3290624	-	N
Rv2946c	3296353	3291503	-	N
Rv2947c	3297840	3296350	-	N
Rv2948c	3299954	3297837	-	N
Rv2949c	3300570	3299971	-	N
Rv2950c	3302344	3300596	-	N
Rv2951c	3304248	3303103	-	N
Rv2952	3304441	3305253	+	Y
Rv2953	3305279	3306535	+	Y
Rv2954c	3307391	3306666	-	Y
Rv2955c	3308371	3307580	-	Y
Rv2956	3308668	3309399	+	Y
Rv2957	3309470	3310297	+	N
Rv2958c	3312000	3310714	-	N
Rv2959c	3312838	3312101	-	N
Rv2960c	3313165	3312953	-	Y
Rv2961	3313283	3313672	+	N
Rv2962c	3315122	3313773	-	N
Rv2963	3315236	3316456	+	N
Rv2964	3316529	3317461	+	N
Rv2965c	3318815	3318330	-	N
Rv2966c	3319467	3318901	-	N
Rv2967c	3323046	3319663	-	N
Rv2968c	3323703	3323071	-	N
Rv2969c	3324476	3323709	-	N
Rv2970c	3325703	3324573	-	N
Rv2970A	3325934	3326104	+	N
Rv2971	3326101	3326949	+	N
Rv2972c	3327736	3327023	-	N
Rv2973c	3329946	3327733	-	N
Rv2974c	3331361	3329949	-	N
Rv2975c	3331612	3331358	-	N
Rv2976c	3332754	3332071	-	N
Rv2977c	3333788	3332787	-	N
Rv2978c	3335164	3333785	-	N
Rv2979c	3335748	3335164	-	N
Rv2980	3335960	3336505	+	N
Rv2981c	3337917	3336796	-	Y
Rv2982c	3338999	3337995	-	Y
Rv2983	3339118	3339762	+	Y
Rv2984	3339875	3342082	+	Y
Rv2985	3342165	3343118	+	N
