operon no.	locus tag	start	end	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
1024	CCNA_01775	2141058	2142083	-	CDS	y	-	y	2140952				TRUE	1	n	simple	0	0	106
1027	CCNA_01779	2136132	2136401	-	CDS	n	-	n	2136112				TRUE	1	n	simple	0	0	20
1028	CCNA_01780	2134477	2135976	-	CDS	n	-	n	2134477				POTENTIAL	1	n	simple	0	0	0
1029	CCNA_01781	2133991	2134386	-	CDS	y	-	y	2131778				POTENTIAL	1	n	simple	0	0	2213
1029	CCNA_01782	2131778	2133994	-	CDS	y	-	y	2131778				POTENTIAL	1	n	simple	0	0	0
1030	CCNA_01783	2130880	2131572	-	CDS	n	-	n	2130851				TRUE	1	n	simple	0	0	29
1032	CCNA_01784	2130311	2130703	-	CDS	y	-	y	2129710	2129719	2129773		TRUE	multiple	n	complex	0	0	601
1032	CCNA_01785	2129833	2130444	-	CDS	y	-	y	2129710	2129719	2129773		TRUE	multiple	n	complex	0	0	123
1034	CCNA_01787	2127074	2128009	-	CDS	n	-	n					NO	0	n	simple	0	0	
1035	CCNA_01788	2126460	2126819	-	CDS	n	-	n					NO	0	n	simple	0	0	
1036	CCNA_01789	2125766	2126281	-	CDS	n	-	n	2125722				POTENTIAL	1	n	simple	0	0	44
1041	CCNA_01794	2121189	2121959	-	CDS	n	-	n					NO	0	y	complex	0	0	
1046	CCNA_01807	2109676	2111229	-	CDS	y	-	y					NO	0	n	simple	0	0	
1046	CCNA_01808	2108511	2109587	-	CDS	y	-	y					NO	0	n	simple	0	0	
1048	CCNA_01811	2106513	2107004	-	CDS	y	-	y	2105326				POTENTIAL	1	n	simple	0	0	1187
1048	CCNA_01812	2105326	2106474	-	CDS	y	-	y	2105326				POTENTIAL	1	n	simple	0	0	0
1051	CCNA_01821	2094543	2095370	-	CDS	y	-	y	2093109				TRUE	1	n	simple	0	0	1434
1051	CCNA_01822	2093168	2094580	-	CDS	y	-	y	2093109				TRUE	1	n	simple	0	0	59
1052	CCNA_01823	2092672	2092890	-	CDS	n	-	n					NO	0	n	simple	0	0	
1053	CCNA_01824	2092261	2092596	-	CDS	n	-	n					NO	0	n	simple	0	0	
1056	CCNA_01828	2087588	2088163	-	CDS	n	-	n	2087577				POTENTIAL	1	n	simple	0	0	11
1061	CCNA_01834	2075399	2077921	-	CDS	y	-	y					NO	0	n	simple	0	0	
1061	CCNA_01835	2074716	2075402	-	CDS	y	-	y					NO	0	n	simple	0	0	
1063	CCNA_01837	2072849	2073877	-	CDS	n	-	n					NO	0	n	simple	0	0	
1066	CCNA_01840	2070606	2072048	-	CDS	n	-	n	2070514				TRUE	1	n	simple	0	0	92
1069	CCNA_01844	2066127	2066753	-	CDS	n	-	n	2066097				POTENTIAL	1	n	simple	0	0	30
1070	CCNA_01845	2065311	2065844	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	6162
1070	CCNA_01846	2063972	2065318	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	4823
1070	CCNA_01847	2063238	2063975	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	4089
1070	CCNA_01848	2062852	2063241	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	3703
1070	CCNA_01849	2062229	2062855	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	3080
1070	CCNA_01850	2060229	2062226	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	1080
1070	CCNA_01851	2059149	2060210	-	CDS	y	-	y	2059149				POTENTIAL	1	n	simple	0	0	0
1077	CCNA_01862	2045746	2046039	-	CDS	y	-	y	2044270				POTENTIAL	1	n	simple	0	0	1476
1077	CCNA_01863	2044300	2045736	-	CDS	y	-	y	2044270				POTENTIAL	1	n	simple	0	0	30
1079	CCNA_01868	2036943	2037737	-	CDS	y	-	y					NO	0	y	complex	0	0	
1079	CCNA_01869	2034259	2036940	-	CDS	y	-	y					NO	0	y	complex	0	0	
1080	CCNA_01870	2032996	2034150	-	CDS	n	-	n	2032958				TRUE	1	n	simple	0	0	38
1082	CCNA_01874	2030717	2032162	-	CDS	n	-	n					NO	0	n	simple	0	0	
1084	CCNA_01876	2027214	2028884	-	CDS	n	-	n					NO	0	y	complex	0	0	
1086	CCNA_01878	2024553	2026151	-	CDS	n	-	n					NO	0	n	simple	0	0	
1088	CCNA_01885	2017678	2018454	-	CDS	n	-	n					NO	0	n	simple	0	0	
1089	CCNA_01886	2014604	2017504	-	CDS	n	-	n					NO	0	n	simple	0	0	
1091	CCNA_01889	2012018	2013652	-	CDS	n	-	n					NO	0	n	simple	0	0	
1093	CCNA_01891	2009329	2010156	-	CDS	n	-	n					NO	0	n	simple	0	0	
1095	CCNA_01894	2005373	2007004	-	CDS	n	-	n					NO	0	n	simple	0	0	
1097	CCNA_01896	2003154	2003360	-	CDS	n	-	n					NO	0	n	simple	0	0	
1098	CCNA_01897	2002077	2002883	-	CDS	y	-	y	1998532				TRUE	1	n	simple	0	0	3545
1098	CCNA_01898	2001292	2002080	-	CDS	y	-	y	1998532				TRUE	1	n	simple	0	0	2760
1098	CCNA_01899	2000285	2001295	-	CDS	y	-	y	1998532				TRUE	1	n	simple	0	0	1753
1098	CCNA_01900	1999662	2000288	-	CDS	y	-	y	1998532				TRUE	1	n	simple	0	0	1130
1098	CCNA_01901	1998565	1999554	-	CDS	y	-	y	1998532				TRUE	1	n	simple	0	0	33
1101	CCNA_01907	1989825	1990586	-	CDS	y	-	y	1987822				POTENTIAL	1	n	simple	0	0	2003
1101	CCNA_01908	1989010	1989825	-	CDS	y	-	y	1987822				POTENTIAL	1	n	simple	0	0	1188
1101	CCNA_01909	1987845	1988954	-	CDS	y	-	y	1987822				POTENTIAL	1	n	simple	0	0	23
1102	CCNA_01911	1986997	1987368	-	CDS	y	-	y	1986323				TRUE	1	n	simple	0	0	674
1102	CCNA_01912	1986481	1986801	-	CDS	y	-	y	1986323				TRUE	1	n	simple	0	0	158
1102.1	CCNA_01910	1987504	1987623	-	CDS	n	-	n	1987473				TRUE	1	n	simple	0	0	31
1107	CCNA_01916	1983084	1984070	-	CDS	n	-	n	1982988				POTENTIAL	1	n	simple	0	0	96
1107.1	CCNA_01917	1981816	1982943	-	CDS	n	-	n	1981777				TRUE	1	n	simple	0	0	39
1111	CCNA_01920	1975948	1979415	-	CDS	y	-	y	1974720	1974783			TRUE	multiple	y	complex	0	0	1228
1111	CCNA_01921	1975650	1975943	-	CDS	y	-	y	1974720	1974783			TRUE	multiple	y	complex	0	0	930
1111	CCNA_01922	1974895	1975626	-	CDS	y	-	y	1974720	1974783			TRUE	multiple	y	complex	0	0	175
1113	CCNA_01924	1971994	1973145	-	CDS	y	-	y	1970452				TRUE	1	n	simple	0	0	1542
1113	CCNA_01925	1970504	1971961	-	CDS	y	-	y	1970452				TRUE	1	n	simple	0	0	52
1116	CCNA_01928	1967912	1968322	-	CDS	y	-	y	1966539				TRUE	1	y	complex	0	0	1373
1116	CCNA_01929	1967511	1967915	-	CDS	y	-	y	1966539				TRUE	1	y	complex	0	0	972
1116	CCNA_01930	1966539	1967510	-	CDS	y	-	y	1966539				TRUE	1	y	complex	0	0	0
1118	CCNA_01933	1964764	1964964	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	7320
1118	CCNA_01934	1964363	1964764	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	6919
1118	CCNA_01935	1964001	1964357	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	6557
1118	CCNA_01936	1962767	1963993	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	5323
1118	CCNA_01937	1961739	1962767	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	4295
1118	CCNA_01938	1960993	1961742	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	3549
1118	CCNA_01939	1960611	1961000	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	3167
1118	CCNA_01940	1959145	1960614	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	1701
1118	CCNA_01941	1958006	1959145	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	562
1118	CCNA_01942	1957533	1958009	-	CDS	y	-	y	1957444				TRUE	1	n	simple	0	0	89
1120	CCNA_01944	1956119	1956637	-	CDS	n	-	n	1956098				TRUE	1	n	simple	0	0	21
1121	CCNA_01945	1954924	1956021	-	CDS	n	-	n	1954906				TRUE	1	n	simple	0	0	18
1125	CCNA_01950	1949757	1950872	-	CDS	y	-	y	1947194				TRUE	1	n	simple	0	0	2563
1125	CCNA_01951	1947309	1949678	-	CDS	y	-	y	1947194				TRUE	1	n	simple	0	0	115
1126	CCNA_01952	1945961	1947148	-	CDS	n	-	n	1945930				TRUE	1	n	simple	0	0	31
1130	CCNA_01958	1939160	1939360	-	CDS	n	-	n	1939144				TRUE	1	n	simple	0	0	16
1130.1	CCNA_01957	1939505	1940314	-	CDS	n	-	n	1939505				TRUE	1	n	simple	0	0	0
1133	CCNA_01963	1935388	1936026	-	CDS	y	-	y	1934933	1934964			TRUE	multiple	n	complex	0	0	455
1133	CCNA_01964	1934988	1935383	-	CDS	y	-	y	1934933	1934964			TRUE	multiple	n	complex	0	0	55
1137	CCNA_01969	1928536	1930374	-	CDS	n	-	n	1928509				TRUE	1	n	simple	0	0	27
1138	CCNA_01970	1927653	1928414	-	CDS	n	-	n	1927445	1927520			TRUE	multiple	n	complex	0	0	208
1140	CCNA_01973	1923776	1923985	-	CDS	n	-	n	1923776				TRUE	1	n	simple	0	0	0
1144	CCNA_01980	1917944	1918711	-	CDS	y	-	y	1915488				TRUE	1	y	complex	0	0	2456
1144	CCNA_01981	1915739	1917916	-	CDS	y	-	y	1915488				TRUE	1	y	complex	0	0	251
1144	CCNA_03960	1915575	1915745	-	CDS	y	-	y	1915488				TRUE	1	y	complex	0	0	87
1146	CCNA_01984	1912495	1912758	-	CDS	y	-	y	1910705				TRUE	1	n	simple	0	0	1790
1146	CCNA_01985	1910729	1912498	-	CDS	y	-	y	1910705				TRUE	1	n	simple	0	0	24
1147	CCNA_01999	1896742	1897680	-	CDS	y	-	y	1895671				TRUE	1	n	simple	0	0	1071
1147	CCNA_02000	1895796	1896602	-	CDS	y	-	y	1895671				TRUE	1	n	simple	0	0	125
1147.1	CCNA_01986	1909447	1910643	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	11607
1147.1	CCNA_01987	1908608	1909450	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	10768
1147.1	CCNA_01988	1907807	1908598	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	9967
1147.1	CCNA_01989	1907331	1907810	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	9491
1147.1	CCNA_01990	1906309	1907328	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	8469
1147.1	CCNA_01991	1905617	1906255	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	7777
1147.1	CCNA_01992	1903251	1905614	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	5411
1147.1	CCNA_01993	1901956	1903233	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	4116
1147.1	CCNA_01994	1900815	1902014	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	2975
1147.1	CCNA_01995	1899982	1900827	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	2142
1147.1	CCNA_01996	1899243	1900022	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	1403
1147.1	CCNA_01997	1898625	1899191	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	785
1147.1	CCNA_01998	1897858	1898598	-	CDS	y	-	y	1897840				TRUE	1	y	complex	0	0	18
1149	CCNA_02002	1894191	1894820	-	CDS	n	-	n					NO	0	n	simple	0	0	
1150	CCNA_02003	1890592	1894023	-	CDS	y	-	y	1890446				TRUE	1	y	complex	0	0	146
1150	CCNA_02004	1890467	1890556	-	CDS	y	-	y	1890446				TRUE	1	y	complex	0	0	21
1153	CCNA_02012	1883153	1884832	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02013	1882368	1883153	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02014	1881619	1882371	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02015	1880157	1881617	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02016	1878662	1880164	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02017	1876605	1878665	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02018	1876291	1876596	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02019	1875677	1876294	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02020	1875103	1875594	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_03961	1874868	1875092	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02021	1874632	1874871	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02022	1873562	1874632	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02023	1871497	1873557	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02024	1870172	1871491	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02025	1869902	1870168	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02026	1869681	1869905	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02027	1868993	1869679	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02028	1868664	1868996	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02029	1867417	1868667	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02030	1867019	1867414	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02031	1866404	1866997	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02032	1865805	1866407	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153	CCNA_02033	1865458	1865835	-	CDS	y	-	y					NO	0	y	complex	0	0	
1153.1	CCNA_02006	1888659	1889345	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	3750
1153.1	CCNA_02007	1887386	1888666	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	2477
1153.1	CCNA_02008	1886055	1887386	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	1146
1153.1	CCNA_02009	1885639	1886055	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	730
1153.1	CCNA_02010	1885360	1885620	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	451
1153.1	CCNA_02011	1884941	1885360	-	CDS	y	-	y	1884909				TRUE	1	y	complex	0	0	32
1154	CCNA_02035	1862764	1863972	-	CDS	n	-	n					NO	0	n	simple	0	0	
1155	CCNA_02036	1862002	1862280	-	CDS	n	-	n	1861949				TRUE	1	n	simple	0	0	53
1156	CCNA_02037	1859459	1861858	-	CDS	n	-	n	1859345	1859400			TRUE	multiple	n	complex	0	0	114
1158	CCNA_02039	1857802	1859064	-	CDS	n	-	n	1857603	1857697	1857729		TRUE	multiple	n	complex	0	0	199
1160.1	CCNA_02042	1854545	1855909	-	CDS	n	-	n	1854280	1854453			TRUE	multiple	n	complex	0	0	265
1160.5	CCNA_02041	1856078	1856719	-	CDS	n	-	n	1856027				TRUE	1	n	simple	0	0	51
1161	CCNA_02043	1852786	1854237	-	CDS	y	-	y	1850589				POTENTIAL	1	n	simple	0	0	2197
1161	CCNA_02044	1852207	1852776	-	CDS	y	-	y	1850589				POTENTIAL	1	n	simple	0	0	1618
1161	CCNA_02045	1850651	1852201	-	CDS	y	-	y	1850589				POTENTIAL	1	n	simple	0	0	62
1164	CCNA_02049	1845675	1846070	-	CDS	n	-	n	1845569				POTENTIAL	1	n	simple	0	0	106
1168	CCNA_02054	1837998	1839530	-	CDS	n	-	n	1837949				TRUE	1	n	simple	0	0	49
1169	CCNA_02055	1837544	1837870	-	CDS	y	-	y	1836777				TRUE	1	n	simple	0	0	767
1169	CCNA_02056	1836822	1837547	-	CDS	y	-	y	1836777				TRUE	1	n	simple	0	0	45
1171	CCNA_02059	1833036	1834031	-	CDS	y	-	y	1832656				TRUE	1	n	simple	0	0	380
1171	CCNA_02060	1832656	1833039	-	CDS	y	-	y	1832656				TRUE	1	n	simple	0	0	0
1173.1	CCNA_02064	1827437	1828333	-	CDS	n	-	n	1827386				TRUE	1	n	simple	0	0	51
1173.2	CCNA_02063	1828434	1829363	-	CDS	n	-	n	1828404				TRUE	1	y	complex	0	0	30
1173.3	CCNA_02062	1829446	1831152	-	CDS	n	-	n	1829446				TRUE	1	n	simple	0	0	0
1175	CCNA_02066	1824200	1824913	-	CDS	n	-	n					NO	0	n	simple	0	0	
1176	CCNA_02067	1823514	1824128	-	CDS	n	-	n	1823485				TRUE	1	n	simple	0	0	29
1177	CCNA_02068	1823065	1823418	-	CDS	y	-	y	1819976	1820020			TRUE	multiple	y	complex	0	0	3089
1177	CCNA_02069	1822100	1823065	-	CDS	y	-	y	1819976	1820020			TRUE	multiple	y	complex	0	0	2124
1177	CCNA_02070	1820501	1822099	-	CDS	y	-	y	1819976	1820020			TRUE	multiple	y	complex	0	0	525
1177	CCNA_02071	1820032	1820343	-	CDS	y	-	y	1819976	1820020			TRUE	multiple	y	complex	0	0	56
1180	CCNA_02076	1815288	1815956	-	CDS	y	-	y	1813026				POTENTIAL	1	n	simple	0	0	2262
1180	CCNA_02077	1814500	1815291	-	CDS	y	-	y	1813026				POTENTIAL	1	n	simple	0	0	1474
1180	CCNA_02078	1813055	1814503	-	CDS	y	-	y	1813026				POTENTIAL	1	n	simple	0	0	29
1180.1	CCNA_02075	1816049	1817878	-	CDS	n	-	n	1816003	1816029			TRUE	multiple	n	complex	0	0	46
1181	CCNA_02080	1811102	1812004	-	CDS	y	-	y					NO	0	n	simple	0	0	
1181	CCNA_02081	1810503	1811105	-	CDS	y	-	y					NO	0	n	simple	0	0	
1182	CCNA_02082	1810194	1810418	-	CDS	n	-	n	1810146	1810173			TRUE	multiple	n	complex	0	0	48
1183	CCNA_02083	1809395	1810060	-	CDS	y	-	y	1805314				TRUE	1	y	complex	0	0	4081
1183	CCNA_02084	1808574	1809398	-	CDS	y	-	y	1805314				TRUE	1	y	complex	0	0	3260
1183	CCNA_02085	1807540	1808577	-	CDS	y	-	y	1805314				TRUE	1	y	complex	0	0	2226
1183	CCNA_02086	1806743	1807543	-	CDS	y	-	y	1805314				TRUE	1	y	complex	0	0	1429
1183	CCNA_02087	1805389	1806573	-	CDS	y	-	y	1805314				TRUE	1	y	complex	0	0	75
1186	CCNA_02089	1804589	1804963	-	CDS	n	-	n					NO	0	n	simple	0	0	
1188	CCNA_02092	1802186	1802824	-	CDS	n	-	n					NO	0	n	simple	0	0	
1190	CCNA_02094	1799288	1800205	-	CDS	n	-	n	1799288				TRUE	1	y	complex	0	0	0
1192	CCNA_02096	1797706	1798074	-	CDS	n	-	n	1797524				TRUE	1	n	simple	0	0	182
1195	CCNA_02099	1793034	1794449	-	CDS	y	-	y	1792375				TRUE	1	y	complex	0	0	659
1195	CCNA_02100	1792436	1792915	-	CDS	y	-	y	1792375				TRUE	1	y	complex	0	0	61
1198	CCNA_02105	1789542	1789928	-	CDS	n	-	n	1789506				TRUE	1	n	simple	0	0	36
1198.1	CCNA_02103	1790325	1790885	-	CDS	y	-	y	1789978				TRUE	1	n	simple	0	0	347
1198.1	CCNA_02104	1789990	1790325	-	CDS	y	-	y	1789978				TRUE	1	n	simple	0	0	12
1199	CCNA_02106	1786508	1789267	-	CDS	n	-	n	1786448				POTENTIAL	1	n	simple	0	0	60
1200	CCNA_02108	1784729	1786117	-	CDS	y	-	y	1782665				TRUE	1	n	simple	0	0	2064
1200	CCNA_02109	1782842	1784680	-	CDS	y	-	y	1782665				TRUE	1	n	simple	0	0	177
1201	CCNA_02110	1782182	1782610	-	CDS	y	-	y	1781574				TRUE	1	n	simple	0	0	608
1201	CCNA_02111	1781616	1782170	-	CDS	y	-	y	1781574				TRUE	1	n	simple	0	0	42
1203	CCNA_02114	1779415	1779597	-	CDS	n	-	n					NO	0	n	simple	0	0	
1205	CCNA_02116	1776405	1777202	-	CDS	n	-	n					NO	0	y	complex	0	0	
1206	CCNA_02117	1775694	1776290	-	CDS	n	-	n					NO	0	n	simple	0	0	
1207	CCNA_02118	1773428	1775611	-	CDS	y	-	y	1771723				TRUE	1	y	complex	0	0	1705
1207	CCNA_02119	1772710	1773423	-	CDS	y	-	y	1771723				TRUE	1	y	complex	0	0	987
1207	CCNA_02120	1771764	1772732	-	CDS	y	-	y	1771723				TRUE	1	y	complex	0	0	41
1210	CCNA_02124	1766902	1767363	-	CDS	n	-	n	1766786	1766855			TRUE	multiple	n	complex	0	0	116
1211	CCNA_02125	1763734	1766658	-	CDS	n	-	n	1763614	1763712			TRUE	multiple	n	complex	0	0	120
1213	CCNA_02127	1761652	1763313	-	CDS	n	-	n					NO	0	n	simple	0	0	
1216	CCNA_02130	1757571	1759001	-	CDS	y	-	y					NO	0	n	simple	0	0	
1216	CCNA_02131	1755086	1757551	-	CDS	y	-	y					NO	0	n	simple	0	0	
1217	CCNA_02132	1753769	1754788	-	CDS	y	-	y	1748604	1748676			TRUE	multiple	y	complex	0	0	5165
1217	CCNA_02133	1752688	1753683	-	CDS	y	-	y	1748604	1748676			TRUE	multiple	y	complex	0	0	4084
1217	CCNA_02134	1750865	1752673	-	CDS	y	-	y	1748604	1748676			TRUE	multiple	y	complex	0	0	2261
1217	CCNA_02135	1750160	1750858	-	CDS	y	-	y	1748604	1748676			TRUE	multiple	y	complex	0	0	1556
1217	CCNA_02136	1748694	1750157	-	CDS	y	-	y	1748604	1748676			TRUE	multiple	y	complex	0	0	90
1219	CCNA_02137	1745536	1748412	-	CDS	y	-	y	1742362				TRUE	1	y	complex	0	0	3174
1219	CCNA_02138	1744732	1745526	-	CDS	y	-	y	1742362				TRUE	1	y	complex	0	0	2370
1219	CCNA_02139	1744151	1744735	-	CDS	y	-	y	1742362				TRUE	1	y	complex	0	0	1789
1219	CCNA_02140	1743030	1744154	-	CDS	y	-	y	1742362				TRUE	1	y	complex	0	0	668
1219	CCNA_02141	1742385	1743002	-	CDS	y	-	y	1742362				TRUE	1	y	complex	0	0	23
1223	CCNA_02149	1735674	1737596	-	CDS	y	-	y	1734462				TRUE	1	n	simple	0	0	1212
1223	CCNA_02150	1734772	1735656	-	CDS	y	-	y	1734462				TRUE	1	n	simple	0	0	310
1223	CCNA_02151	1734480	1734734	-	CDS	y	-	y	1734462				TRUE	1	n	simple	0	0	18
1225	CCNA_02152	1733723	1734382	-	CDS	y	-	y	1732773				POTENTIAL	1	y	complex	0	0	950
1225	CCNA_02153	1732806	1733726	-	CDS	y	-	y	1732773				POTENTIAL	1	y	complex	0	0	33
1228	CCNA_02156	1729479	1730891	-	CDS	y	-	y	1729085				TRUE	1	n	simple	0	0	394
1228	CCNA_02157	1729120	1729467	-	CDS	y	-	y	1729085				TRUE	1	n	simple	0	0	35
1230	CCNA_02160	1726835	1727344	-	CDS	n	-	n	1726812				TRUE	1	n	simple	0	0	23
1234	CCNA_02164	1723727	1724788	-	CDS	y	-	y	1720988				TRUE	1	n	simple	0	0	2739
1234	CCNA_02165	1722606	1723664	-	CDS	y	-	y	1720988				TRUE	1	n	simple	0	0	1618
1234	CCNA_02166	1722025	1722609	-	CDS	y	-	y	1720988				TRUE	1	n	simple	0	0	1037
1234	CCNA_02167	1721349	1721981	-	CDS	y	-	y	1720988				TRUE	1	n	simple	0	0	361
1234	CCNA_03897	1720988	1721275	-	CDS	y	-	y	1720988				TRUE	1	n	simple	0	0	0
1236	CCNA_02170	1719693	1720316	-	CDS	y	-	y	1718266	1718300			TRUE	multiple	n	complex	0	0	1427
1236	CCNA_02171	1718350	1719630	-	CDS	y	-	y	1718266	1718300			TRUE	multiple	n	complex	0	0	84
1238	CCNA_02175	1714529	1715053	-	CDS	n	-	n					NO	0	n	simple	0	0	
1243	CCNA_02180	1710277	1711377	-	CDS	n	-	n					NO	0	n	simple	0	0	
1244	CCNA_02181	1709524	1710189	-	CDS	y	-	y	1708435	1708646			POTENTIAL	multiple	n	simple	0	0	1089
1244	CCNA_02182	1708649	1709527	-	CDS	y	-	y	1708435	1708646			POTENTIAL	multiple	n	simple	0	0	214
1251	CCNA_02192	1699009	1699449	-	CDS	y	-	y					NO	0	n	simple	0	0	
1251	CCNA_02193	1698518	1699051	-	CDS	y	-	y					NO	0	n	simple	0	0	
1253	CCNA_02196	1696146	1696544	-	CDS	n	-	n					NO	0	n	simple	0	0	
1254	CCNA_02197	1695467	1696057	-	CDS	y	-	y	1694406	1694423			TRUE	multiple	n	complex	0	0	1061
1254	CCNA_02198	1694456	1695466	-	CDS	y	-	y	1694406	1694423			TRUE	multiple	n	complex	0	0	50
1256	CCNA_02200	1693208	1693600	-	CDS	n	-	n	1693203				TRUE	1	n	simple	0	0	5
1257	CCNA_02201	1692585	1693145	-	CDS	n	-	n	1692585				POTENTIAL	1	n	simple	0	0	0
1259	CCNA_02203	1691138	1691716	-	CDS	n	-	n	1691104				TRUE	1	n	simple	0	0	34
1260	CCNA_02204	1689980	1690999	-	CDS	n	-	n	1689920				TRUE	1	n	simple	0	0	60
1261	CCNA_02205	1688743	1689699	-	CDS	n	-	n	1688698				TRUE	1	n	simple	0	0	45
1265	CCNA_02209	1685083	1686105	-	CDS	n	-	n					NO	0	n	simple	0	0	
1269	CCNA_02213	1681082	1682173	-	CDS	n	-	n	1680946				TRUE	1	n	simple	0	0	136
1273	CCNA_02218	1677753	1678448	-	CDS	n	-	n	1677688				TRUE	1	n	simple	0	0	65
1273.1	CCNA_02215	1679268	1680479	-	CDS	y	-	y	1678524				TRUE	1	n	simple	0	0	744
1273.1	CCNA_02216	1678971	1679261	-	CDS	y	-	y	1678524				TRUE	1	n	simple	0	0	447
1273.1	CCNA_02217	1678547	1678849	-	CDS	y	-	y	1678524				TRUE	1	n	simple	0	0	23
1275	CCNA_02220	1675230	1676678	-	CDS	n	-	n					NO	0	n	simple	0	0	
1276	CCNA_02221	1672308	1675007	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_03963	1672130	1672318	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02222	1671054	1672130	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02223	1670188	1671057	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02224	1669247	1670191	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02225	1668273	1669250	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02226	1667852	1668229	-	CDS	y	-	y					NO	0	y	complex	0	0	
1276	CCNA_02227	1666948	1667820	-	CDS	y	-	y					NO	0	y	complex	0	0	
1279	CCNA_02230	1665103	1666062	-	CDS	n	-	n					NO	0	n	simple	0	0	
1279.1	CCNA_02231	1663294	1664961	-	CDS	n	-	n	1663254	1663268			TRUE	multiple	n	complex	0	0	40
1283	CCNA_02234	1659473	1659808	-	CDS	n	-	n					NO	0	n	simple	0	0	
1287	CCNA_02239	1653216	1654388	-	CDS	y	-	y	1651962				TRUE	1	n	simple	0	0	1254
1287	CCNA_02240	1652446	1653219	-	CDS	y	-	y	1651962				TRUE	1	n	simple	0	0	484
1287	CCNA_02241	1651979	1652446	-	CDS	y	-	y	1651962				TRUE	1	n	simple	0	0	17
1288	CCNA_02242	1651370	1651804	-	CDS	n	-	n	1651298				TRUE	1	n	simple	0	0	72
