operon no.	locus tag	start	end 	sense		in operon	strand	in_operon	P1	P2	P3	P4	TSS_type	number_of_TSS	internal 	flag	non-coding	RNA	distance_between_start_and_first_tss
847	CCNA_01465	1572606	1574201	+	CDS	n	+	n	1572588	0	0	0	TRUE	1	n	simple	0	0	18
849	CCNA_01467	1574712	1576358	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01468	1576367	1577110	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01469	1577107	1577274	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01470	1577274	1578140	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01471	1578146	1579636	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01472	1579633	1580133	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01473	1580130	1582304	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
849	CCNA_01474	1582301	1582468	+	CDS	y	+	y	1574634	0	0	0	POTENTIAL	1	n	simple	0	0	78
850	CCNA_01475	1582599	1583243	+	CDS	n	+	n	1582559	0	0	0	POTENTIAL	1	y	complex	0	0	40
851	CCNA_01476	1583425	1584192	+	CDS	y	+	y	1583402	0	0	0	POTENTIAL	1	n	simple	0	0	23
851	CCNA_01477	1584237	1585601	+	CDS	y	+	y	1583402	0	0	0	POTENTIAL	1	n	simple	0	0	23
853	CCNA_01479	1586381	1588444	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
853	CCNA_01480	1588441	1588848	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
853	CCNA_01481	1588858	1590603	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
855	CCNA_01483	1590869	1591087	+	CDS	y	+	y	1590681	0	0	0	POTENTIAL	1	n	simple	0	0	188
855	CCNA_01484	1591111	1591530	+	CDS	y	+	y	1590681	0	0	0	POTENTIAL	1	n	simple	0	0	188
857	CCNA_01487	1593897	1594643	+	CDS	n	+	n	1593851	0	0	0	TRUE	1	n	simple	0	0	46
858	CCNA_01488	1594813	1596615	+	CDS	n	+	n	1594724	0	0	0	TRUE	1	n	simple	0	0	89
859	CCNA_01489	1596728	1598278	+	CDS	n	+	n	1596698	0	0	0	POTENTIAL	1	n	simple	0	0	30
860	CCNA_01490	1598349	1599989	+	CDS	n	+	n	1598349	0	0	0	POTENTIAL	1	n	simple	0	0	0
863	CCNA_01496	1606088	1606951	+	CDS	y	+	y	1605959	0	0	0	TRUE	1	n	simple	0	0	129
863	CCNA_01497	1606954	1607955	+	CDS	y	+	y	1605959	0	0	0	TRUE	1	n	simple	0	0	129
864	CCNA_01498	1608057	1609523	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
864	CCNA_01499	1609534	1610736	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
864	CCNA_01500	1610768	1611922	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
866	CCNA_01502	1613345	1614289	+	CDS	n	+	n	1613317	0	0	0	POTENTIAL	1	n	simple	0	0	28
871	CCNA_01510	1620483	1620866	+	CDS	y	+	y	1620456	0	0	0	TRUE	1	n	simple	0	0	27
871	CCNA_01511	1620866	1621768	+	CDS	y	+	y	1620456	0	0	0	TRUE	1	n	simple	0	0	27
872	CCNA_01512	1621899	1622564	+	CDS	n	+	n	1621899	0	0	0	POTENTIAL	1	n	simple	0	0	0
873	CCNA_01513	1622843	1623826	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
873	CCNA_01514	1623823	1624323	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
873	CCNA_01515	1624314	1625594	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
875	CCNA_01519	1628290	1629102	+	CDS	y	+	y	1628247	0	0	0	TRUE	1	n	simple	0	0	43
875	CCNA_01520	1629134	1629508	+	CDS	y	+	y	1628247	0	0	0	TRUE	1	n	simple	0	0	43
879	CCNA_01525	1634266	1634691	+	CDS	y	+	y	1634129	1634209	0	0	TRUE	multiple	n	complex	0	0	137
879	CCNA_01526	1634651	1635013	+	CDS	y	+	y	1634129	1634209	0	0	TRUE	multiple	n	complex	0	0	137
880	CCNA_01527	1635261	1636082	+	CDS	n	+	n	1635202	0	0	0	TRUE	1	n	simple	0	0	59
881	CCNA_01528	1636359	1637180	+	CDS	n	+	n	1636299	0	0	0	TRUE	1	n	simple	0	0	60
882	CCNA_01529	1637293	1637661	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
883	CCNA_01530	1637841	1638677	+	CDS	y	+	y	1637774	0	0	0	POTENTIAL	1	n	simple	0	0	67
883	CCNA_01531	1638743	1639297	+	CDS	y	+	y	1637774	0	0	0	POTENTIAL	1	n	simple	0	0	67
884	CCNA_01532	1639377	1642241	+	CDS	n	+	n	1639346	0	0	0	TRUE	1	y	complex	0	0	31
884.1	CCNA_01533	1642303	1642992	+	CDS	y	+	y	1642303	0	0	0	TRUE	1	y	complex	0	0	0
884.1	CCNA_01534	1643010	1643408	+	CDS	y	+	y	1642303	0	0	0	TRUE	1	y	complex	0	0	0
885	CCNA_01535	1643665	1644168	+	CDS	y	+	y	1643621	0	0	0	TRUE	1	y	complex	0	0	44
885	CCNA_01536	1644321	1645001	+	CDS	y	+	y	1643621	0	0	0	TRUE	1	y	complex	0	0	44
887	CCNA_01538	1646212	1648902	+	CDS	n	+	n	1646107	0	0	0	TRUE	1	n	simple	0	0	105
890	CCNA_01541	1650282	1651178	+	CDS	n	+	n	1650166	1650174	0	0	TRUE	multiple	n	complex	0	0	116
893	CCNA_01545	1655039	1656220	+	CDS	n	+	n	1655020	0	0	0	POTENTIAL	1	n	simple	0	0	19
895	CCNA_01547	1659435	1661144	+	CDS	y	+	y	1659394	0	0	0	TRUE	1	n	simple	0	0	41
895	CCNA_01548	1661146	1662360	+	CDS	y	+	y	1659394	0	0	0	TRUE	1	n	simple	0	0	41
898	CCNA_01551	1665480	1665698	+	CDS	y	+	y	1665472	0	0	0	TRUE	1	n	simple	0	0	8
898	CCNA_01552	1665871	1668519	+	CDS	y	+	y	1665472	0	0	0	TRUE	1	n	simple	0	0	8
898	CCNA_01553	1668534	1669094	+	CDS	y	+	y	1665472	0	0	0	TRUE	1	n	simple	0	0	8
901	CCNA_01556	1672295	1673368	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
901	CCNA_01557	1673476	1674939	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
901	CCNA_01558	1674964	1675803	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
901	CCNA_01559	1675960	1676727	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
902	CCNA_01560	1676914	1679643	+	CDS	n	+	n	1676818	0	0	0	TRUE	1	n	simple	0	0	96
903	CCNA_01561	1679798	1680181	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
903	CCNA_01562	1680175	1680849	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
903	CCNA_01563	1680856	1681962	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
906	CCNA_01567	1683567	1684652	+	CDS	n	+	n	1683544	0	0	0	POTENTIAL	1	n	simple	0	0	23
907	CCNA_01568	1684807	1686171	+	CDS	n	+	n	1684733	0	0	0	TRUE	1	n	simple	0	0	74
908	CCNA_01569	1686283	1687005	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
909	CCNA_01570	1687082	1688644	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
911	CCNA_01574	1690173	1690907	+	CDS	n	+	n	1690130	0	0	0	TRUE	1	n	simple	0	0	43
914	CCNA_01578	1694679	1695041	+	CDS	n	+	n	1694668	0	0	0	TRUE	1	n	simple	0	0	11
915	CCNA_01579	1695303	1696811	+	CDS	n	+	n	1695260	0	0	0	TRUE	1	n	simple	0	0	43
916	CCNA_01580	1696883	1697533	+	CDS	n	+	n	1696858	0	0	0	TRUE	1	n	simple	0	0	25
917	CCNA_01581	1697642	1697974	+	CDS	n	+	n	1697598	1697609	0	0	TRUE	multiple	n	complex	0	0	44
918	CCNA_01582	1698089	1698451	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
922	CCNA_01586	1704585	1705310	+	CDS	y	+	y	1704530	0	0	0	TRUE	1	n	simple	0	0	55
922	CCNA_01587	1705307	1706755	+	CDS	y	+	y	1704530	0	0	0	TRUE	1	n	simple	0	0	55
922	CCNA_01588	1706752	1708107	+	CDS	y	+	y	1704530	0	0	0	TRUE	1	n	simple	0	0	55
924	CCNA_01590	1709381	1711732	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
924	CCNA_01591	1711708	1712337	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
925	CCNA_01592	1712453	1712881	+	CDS	n	+	n	1712417	0	0	0	TRUE	1	n	simple	0	0	36
929	CCNA_01598	1719348	1720859	+	CDS	n	+	n	1719319	1719332	0	0	TRUE	multiple	n	complex	0	0	29
931	CCNA_01601	1722154	1722390	+	CDS	n	+	n	1722112	0	0	0	TRUE	1	n	simple	0	0	42
932	CCNA_01602	1722517	1723155	+	CDS	n	+	n	1722502	0	0	0	TRUE	1	n	simple	0	0	15
934	CCNA_01604	1724760	1725353	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
937	CCNA_01607	1726781	1727500	+	CDS	n	+	n	1726781	0	0	0	POTENTIAL	1	n	simple	0	0	0
939	CCNA_01609	1728187	1730142	+	CDS	n	+	n	1728155	0	0	0	POTENTIAL	1	n	simple	0	0	32
940	CCNA_03955	1730240	1730296	+	CDS	y	+	y	1730240	0	0	0	TRUE	1	n	simple	0	0	0
940	CCNA_01610	1730384	1731958	+	CDS	y	+	y	1730240	0	0	0	TRUE	1	n	simple	0	0	0
941	CCNA_01611	1732085	1732963	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
942	CCNA_01612	1733317	1734360	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
942	CCNA_01613	1734410	1735450	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
942	CCNA_01614	1735447	1735962	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
942	CCNA_01615	1735967	1737985	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
942	CCNA_01616	1737982	1739139	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
942	CCNA_01617	1739139	1739690	+	CDS	y	+	y	1733188	0	0	0	TRUE	1	y	complex	0	0	129
946	CCNA_01620	1741064	1741558	+	CDS	n	+	n	1740881	1740895	0	0	TRUE	multiple	n	complex	0	0	183
946.1	CCNA_01621	1741687	1742046	+	CDS	n	+	n	1741598	0	0	0	TRUE	1	n	simple	0	0	89
946.2	CCNA_01622	1742148	1744376	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
948	CCNA_01624	1745014	1745598	+	CDS	n	+	n	1745014	0	0	0	TRUE	1	n	simple	0	0	0
950	CCNA_01626	1747568	1748332	+	CDS	y	+	y	1747546	0	0	0	TRUE	1	n	simple	0	0	22
950	CCNA_01627	1748329	1748730	+	CDS	y	+	y	1747546	0	0	0	TRUE	1	n	simple	0	0	22
950	CCNA_01628	1748742	1749035	+	CDS	y	+	y	1747546	0	0	0	TRUE	1	n	simple	0	0	22
951	CCNA_01629	1749159	1750004	+	CDS	y	+	y	1749116	0	0	0	TRUE	1	n	simple	0	0	43
951	CCNA_01630	1750026	1750721	+	CDS	y	+	y	1749116	0	0	0	TRUE	1	n	simple	0	0	43
953	CCNA_01633	1751636	1752586	+	CDS	y	+	y	1751635	0	0	0	TRUE	1	y	complex	0	0	1
953	CCNA_01634	1752579	1753430	+	CDS	y	+	y	1751635	0	0	0	TRUE	1	y	complex	0	0	1
953	CCNA_01635	1753433	1754164	+	CDS	y	+	y	1751635	0	0	0	TRUE	1	y	complex	0	0	1
953	CCNA_01636	1754218	1755804	+	CDS	y	+	y	1751635	0	0	0	TRUE	1	y	complex	0	0	1
953.1	CCNA_01637	1755866	1758145	+	CDS	y	+	y	1755846	0	0	0	TRUE	1	n	simple	0	0	20
953.1	CCNA_01638	1758142	1759530	+	CDS	y	+	y	1755846	0	0	0	TRUE	1	n	simple	0	0	20
954	CCNA_01639	1759642	1760952	+	CDS	y	+	y	1759621	0	0	0	TRUE	1	y	complex	0	0	21
954	CCNA_01640	1760990	1761952	+	CDS	y	+	y	1759621	0	0	0	TRUE	1	y	complex	0	0	21
954	CCNA_01641	1761961	1762896	+	CDS	y	+	y	1759621	0	0	0	TRUE	1	y	complex	0	0	21
954	CCNA_01642	1762909	1763676	+	CDS	y	+	y	1759621	0	0	0	TRUE	1	y	complex	0	0	21
957	CCNA_01645	1765667	1766527	+	CDS	n	+	n	1765648	0	0	0	TRUE	1	n	simple	0	0	19
959	CCNA_01648	1768405	1769667	+	CDS	y	+	y	1768380	0	0	0	TRUE	1	n	simple	0	0	25
959	CCNA_01649	1769664	1770605	+	CDS	y	+	y	1768380	0	0	0	TRUE	1	n	simple	0	0	25
961	CCNA_01651	1771304	1774063	+	CDS	y	+	y	1771267	0	0	0	TRUE	1	y	complex	0	0	37
961	CCNA_01652	1774090	1774581	+	CDS	y	+	y	1771267	0	0	0	TRUE	1	y	complex	0	0	37
962	CCNA_01653	1774739	1775572	+	CDS	y	+	y	1774676	0	0	0	TRUE	1	n	simple	0	0	63
962	CCNA_01654	1775569	1776417	+	CDS	y	+	y	1774676	0	0	0	TRUE	1	n	simple	0	0	63
963	CCNA_01655	1776509	1776976	+	CDS	n	+	n	1776482	0	0	0	TRUE	1	n	simple	0	0	27
965	CCNA_01658	1778893	1779993	+	CDS	y	+	y	1778893	0	0	0	POTENTIAL	1	n	simple	0	0	0
965	CCNA_01659	1779993	1781108	+	CDS	y	+	y	1778893	0	0	0	POTENTIAL	1	n	simple	0	0	0
969	CCNA_01663	1782651	1784363	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
969	CCNA_01664	1784375	1786435	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
969	CCNA_01665	1786463	1787056	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
969	CCNA_01666	1787056	1789734	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
969	CCNA_01667	1789742	1790440	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
970	CCNA_01668	1790704	1791576	+	CDS	y	+	y	1790421	1790610	0	0	TRUE	multiple	y	complex	0	0	283
970	CCNA_01669	1791576	1792433	+	CDS	y	+	y	1790421	1790610	0	0	TRUE	multiple	y	complex	0	0	283
970	CCNA_01670	1792450	1793469	+	CDS	y	+	y	1790421	1790610	0	0	TRUE	multiple	y	complex	0	0	283
971	CCNA_01671	1793574	1793930	+	CDS	n	+	n	1793494	0	0	0	TRUE	1	n	simple	0	0	80
973	CCNA_01675	1797735	1799519	+	CDS	y	+	y	1797708	0	0	0	TRUE	1	y	complex	0	0	27
973	CCNA_01676	1799591	1803712	+	CDS	y	+	y	1797708	0	0	0	TRUE	1	y	complex	0	0	27
974	CCNA_01677	1803814	1805058	+	CDS	y	+	y	1803684	1803719	1803797	0	TRUE	multiple	y	complex	0	0	130
974	CCNA_01678	1805059	1806063	+	CDS	y	+	y	1803684	1803719	1803797	0	TRUE	multiple	y	complex	0	0	130
974	CCNA_01679	1806060	1807517	+	CDS	y	+	y	1803684	1803719	1803797	0	TRUE	multiple	y	complex	0	0	130
974	CCNA_01680	1807514	1808854	+	CDS	y	+	y	1803684	1803719	1803797	0	TRUE	multiple	y	complex	0	0	130
974	CCNA_01681	1808851	1809357	+	CDS	y	+	y	1803684	1803719	1803797	0	TRUE	multiple	y	complex	0	0	130
976	CCNA_01683	1810291	1811511	+	CDS	n	+	n	1810266	0	0	0	POTENTIAL	1	n	simple	0	0	25
979	CCNA_01686	1813006	1814112	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
979	CCNA_01687	1814109	1814819	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
979	CCNA_01688	1814816	1815859	+	CDS	y	+	y	0	0	0	0	NO	0	y	complex	0	0	0
980	CCNA_01689	1815952	1817415	+	CDS	y	+	y	1815935	0	0	0	TRUE	1	n	simple	0	0	17
980	CCNA_01690	1817419	1817814	+	CDS	y	+	y	1815935	0	0	0	TRUE	1	n	simple	0	0	17
980	CCNA_01691	1817814	1819091	+	CDS	y	+	y	1815935	0	0	0	TRUE	1	n	simple	0	0	17
980	CCNA_01692	1819124	1820686	+	CDS	y	+	y	1815935	0	0	0	TRUE	1	n	simple	0	0	17
984	CCNA_01697	1828520	1829644	+	CDS	y	+	y	1828445	0	0	0	TRUE	1	n	simple	0	0	75
984	CCNA_01698	1829731	1830516	+	CDS	y	+	y	1828445	0	0	0	TRUE	1	n	simple	0	0	75
987	CCNA_01700	1831698	1832939	+	CDS	y	+	y	1831627	0	0	0	TRUE	1	y	complex	0	0	71
987	CCNA_01701	1832940	1833926	+	CDS	y	+	y	1831627	0	0	0	TRUE	1	y	complex	0	0	71
987	CCNA_01702	1833926	1835056	+	CDS	y	+	y	1831627	0	0	0	TRUE	1	y	complex	0	0	71
987	CCNA_01703	1835056	1836111	+	CDS	y	+	y	1831627	0	0	0	TRUE	1	y	complex	0	0	71
987	CCNA_01704	1836139	1836501	+	CDS	y	+	y	1831627	0	0	0	TRUE	1	y	complex	0	0	71
989	CCNA_01706	1837718	1839457	+	CDS	y	+	y	1837633	0	0	0	TRUE	1	n	simple	0	0	85
989	CCNA_01707	1839457	1840005	+	CDS	y	+	y	1837633	0	0	0	TRUE	1	n	simple	0	0	85
990	CCNA_01708	1840110	1840661	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
993	CCNA_01713	1844752	1845330	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
993	CCNA_01714	1845426	1845773	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
994	CCNA_01715	1845879	1846565	+	CDS	y	+	y	1845856	0	0	0	TRUE	1	y	complex	0	0	23
994	CCNA_01716	1846602	1846787	+	CDS	y	+	y	1845856	0	0	0	TRUE	1	y	complex	0	0	23
994	CCNA_01717	1846800	1847210	+	CDS	y	+	y	1845856	0	0	0	TRUE	1	y	complex	0	0	23
994	CCNA_01718	1847210	1847725	+	CDS	y	+	y	1845856	0	0	0	TRUE	1	y	complex	0	0	23
994	CCNA_01719	1847722	1848030	+	CDS	y	+	y	1845856	0	0	0	TRUE	1	y	complex	0	0	23
995	CCNA_01723	1849599	1850426	+	CDS	n	+	n	1849571	0	0	0	TRUE	1	n	simple	0	0	28
996	CCNA_01724	1850579	1851331	+	CDS	y	+	y	1850471	1850503	0	0	TRUE	multiple	y	complex	0	0	108
996	CCNA_01725	1851328	1852758	+	CDS	y	+	y	1850471	1850503	0	0	TRUE	multiple	y	complex	0	0	108
996	CCNA_01726	1852884	1854650	+	CDS	y	+	y	1850471	1850503	0	0	TRUE	multiple	y	complex	0	0	108
999	CCNA_01736	1864287	1864886	+	CDS	n	+	n	1864204	0	0	0	TRUE	1	n	simple	0	0	83
1003	CCNA_01742	1870808	1871467	+	CDS	n	+	n	1870808	0	0	0	TRUE	1	y	complex	0	0	0
1007	CCNA_01746	1874210	1875154	+	CDS	y	+	y	1874178	0	0	0	TRUE	1	n	simple	0	0	32
1007	CCNA_01747	1875173	1875913	+	CDS	y	+	y	1874178	0	0	0	TRUE	1	n	simple	0	0	32
1007	CCNA_01748	1875935	1876864	+	CDS	y	+	y	1874178	0	0	0	TRUE	1	n	simple	0	0	32
1009	CCNA_01749	1877029	1877265	+	CDS	n	+	n	1876959	0	0	0	TRUE	1	n	simple	0	0	70
1009.1	CCNA_01750	1877432	1878712	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1009.1	CCNA_01751	1878709	1879809	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1009.1	CCNA_01752	1879813	1880694	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1009.1	CCNA_01753	1880687	1881328	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1015	CCNA_01763	1891999	1893480	+	CDS	y	+	y	1891935	0	0	0	TRUE	1	n	simple	0	0	64
1015	CCNA_01764	1893601	1894062	+	CDS	y	+	y	1891935	0	0	0	TRUE	1	n	simple	0	0	64
1015	CCNA_01765	1894059	1894400	+	CDS	y	+	y	1891935	0	0	0	TRUE	1	n	simple	0	0	64
1018	CCNA_01767	1895423	1895821	+	CDS	n	+	n	1895422	0	0	0	TRUE	1	n	simple	0	0	1
1020	CCNA_01770	1898272	1898691	+	CDS	n	+	n	1898234	1898244	0	0	TRUE	multiple	n	complex	0	0	38
1022	CCNA_01772	1899035	1899412	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
1025	CCNA_01776	1901998	1903167	+	CDS	n	+	n	1901996	0	0	0	TRUE	1	y	complex	0	0	2
1026	CCNA_01777	1903417	1905099	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1026	CCNA_01778	1905204	1906496	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1033	CCNA_01786	1913996	1914736	+	CDS	n	+	n	1913996	0	0	0	POTENTIAL	1	n	simple	0	0	0
1037	CCNA_01790	1917304	1917771	+	CDS	n	+	n	1917259	0	0	0	TRUE	1	n	simple	0	0	45
1038	CCNA_01791	1917887	1919539	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	0	0	0
1039	CCNA_01792	1919654	1919836	+	CDS	n	+	n	1919625	0	0	0	TRUE	1	n	simple	0	0	29
1040	CCNA_01793	1919960	1920958	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
1042	CCNA_01795	1921855	1923135	+	CDS	n	+	n	1921831	0	0	0	TRUE	1	n	simple	0	0	24
1043	CCNA_01797	1923489	1923791	+	CDS	y	+	n	1923470	0	0	0	TRUE	1	y	complex	0	0	19
1045	CCNA_01799	1923957	1924988	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01800	1924985	1926337	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01801	1926343	1926795	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01802	1926792	1926908	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01803	1926921	1928207	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01804	1928226	1928708	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01805	1928791	1930191	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1045	CCNA_01806	1930211	1931668	+	CDS	y	+	y	1923694	0	0	0	TRUE	1	y	complex	0	0	263
1047	CCNA_01809	1934502	1935479	+	CDS	y	+	y	1934502	0	0	0	POTENTIAL	1	n	simple	0	0	0
1047	CCNA_01810	1935483	1935929	+	CDS	y	+	y	1934502	0	0	0	POTENTIAL	1	n	simple	0	0	0
1049	CCNA_01813	1937704	1938711	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1049	CCNA_01814	1938708	1939829	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1049	CCNA_01815	1939826	1941247	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1049	CCNA_01816	1941312	1943555	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1049	CCNA_01817	1943552	1944940	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1049	CCNA_01818	1944941	1945804	+	CDS	y	+	y	1937687	1937697	0	0	TRUE	multiple	y	complex	0	0	17
1050	CCNA_01819	1945962	1946210	+	CDS	y	+	y	1945909	0	0	0	TRUE	1	n	simple	0	0	53
1050	CCNA_01820	1946223	1947563	+	CDS	y	+	y	1945909	0	0	0	TRUE	1	n	simple	0	0	53
1055	CCNA_01826	1951298	1953250	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1055	CCNA_01827	1953316	1954770	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1057	CCNA_01829	1955493	1956539	+	CDS	n	+	n	1955464	1955473	0	0	TRUE	multiple	n	complex	0	0	29
1058	CCNA_01830	1956674	1959535	+	CDS	n	+	n	1956586	0	0	0	TRUE	1	n	simple	0	0	88
1059	CCNA_01831	1959650	1961173	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
1060	CCNA_01832	1961197	1963485	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1060	CCNA_01833	1963485	1964894	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1062	CCNA_01836	1968272	1968904	+	CDS	n	+	n	1968167	0	0	0	TRUE	1	n	simple	0	0	105
1067	CCNA_01841	1972490	1974109	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1067	CCNA_01842	1974143	1974370	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1068	CCNA_01843	1974451	1976028	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
1071	CCNA_01852	1983992	1985332	+	CDS	n	+	n	1983929	0	0	0	TRUE	1	n	simple	0	0	63
1072	CCNA_01853	1985425	1985829	+	CDS	n	+	n	1985425	0	0	0	TRUE	1	n	simple	0	0	0
1073	CCNA_01854	1985974	1986639	+	CDS	n	+	n	0	0	0	0	NO	0	y	complex	1	CCNA_R0147	0
1074	CCNA_01855	1986769	1987485	+	CDS	y	+	y	1986625	0	0	0	TRUE	1	n	simple	0	0	144
1074	CCNA_01856	1987428	1989626	+	CDS	y	+	y	1986625	0	0	0	TRUE	1	n	simple	0	0	144
1074	CCNA_01857	1989653	1990909	+	CDS	y	+	y	1986625	0	0	0	TRUE	1	n	simple	0	0	144
1074	CCNA_01858	1990867	1991769	+	CDS	y	+	y	1986625	0	0	0	TRUE	1	n	simple	0	0	144
1075	CCNA_01859	1991852	1993885	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1075	CCNA_01860	1993888	1995033	+	CDS	y	+	y	0	0	0	0	NO	0	n	simple	0	0	0
1076	CCNA_01861	1995291	1996484	+	CDS	n	+	n	1995226	0	0	0	TRUE	1	y	complex	0	0	65
1078	CCNA_01864	1998726	1999349	+	CDS	y	+	y	1998726	0	0	0	TRUE	1	n	complex	1	CCNA_R0149	0
1078	CCNA_01865	1999438	2000526	+	CDS	y	+	y	1998726	0	0	0	TRUE	1	n	complex	1	CCNA_R0149	0
1078	CCNA_01866	2000523	2003621	+	CDS	y	+	y	1998726	0	0	0	TRUE	1	n	complex	1	CCNA_R0149	0
1081	CCNA_01873	2010241	2010474	+	CDS	y	+	n	0	0	0	0	NO	0	n	simple	0	0	0
1083	CCNA_01875	2012838	2013983	+	CDS	n	+	n	0	0	0	0	NO	0	n	simple	0	0	0
