#operonID	geneID	start	end	strand	length	product
CHR388	HVO_2697	2544015	2545172	+	1157	DNA primase small subunit
CHR388	HVO_2698	2545169	2546164	+	995	DNA replication factor GINS
CHR388	HVO_2699	2546201	2546659	+	458	homolog to peroxiredoxin
CHR389	HVO_2700	2546945	2549209	-	2264	AAA-type ATPase (CDC48 subfamily)
CHR389	HVO_2701	2549210	2549461	-	251	conserved hypothetical protein
CHR390	HVO_2707	2553361	2554479	-	1118	GFO family oxidoreductase
CHR390	HVO_2708	2554483	2555451	-	968	YfiH family protein
CHR391	HVO_2711	2556718	2557830	+	1112	DoxX domain protein
CHR391	HVO_2712	2557868	2559328	+	1460	tRNA-splicing ligase RtcB
CHR392	HVO_2717	2562785	2563981	-	1196	alanine--tRNA ligase
CHR392	HVO_2718	2564017	2564538	-	521	cro/C1 family transcription regulator
CHR393	HVO_2722	2567777	2567953	-	176	50S ribosomal protein L37e
CHR393	HVO_2723	2567950	2568180	-	230	RNA-binding protein Lsm
CHR441	HVO_2723s2	2568508	2568524	+	16	NA
CHR441	HVO_2723s9	2568379	2568465	+	86	NA
CHR394	HVO_2724	2568561	2569913	+	1352	ribonuclease J
CHR394	HVO_2725	2569913	2570959	+	1046	bifunctional short chain isoprenyl diphosphate synthase
CHR395	HVO_2730	2574770	2575651	+	881	electron transfer flavoprotein beta subunit
CHR395	HVO_2731	2575654	2577402	+	1748	electron transfer flavoprotein alpha subunit
CHR395	HVO_2732	2577399	2579063	+	1664	FixC family protein
CHR395	HVO_2733	2579077	2579517	+	440	conserved hypothetical protein
CHR396	HVO_2737	2583344	2583706	+	362	50S ribosomal protein L8e
CHR396	HVO_2738	2583713	2583937	+	224	30S ribosomal protein S28e
CHR396	HVO_2739	2583940	2584140	+	200	50S ribosomal protein L24e
CHR396	HVO_2740	2584141	2584605	+	464	nucleoside-diphosphate kinase
CHR397	HVO_2742	2584975	2586048	-	1073	5-methyltetrahydropteroyltriglutamate--homocystei ne S-methyltransferase (methionine synthase II)
CHR397	HVO_2743	2586045	2587055	-	1010	5-methyltetrahydropteroyltriglutamate--homocystei ne S-methyltransferase (methionine synthase II)
CHR398	HVO_2744	2587115	2587711	-	596	protein N5-glutamine methyltransferase
CHR398	HVO_2745	2587708	2588901	-	1193	mechanosensitive channel protein MscS
CHR398	HVO_2746	2588905	2589768	-	863	ribosome biogenesis protein KsgA%2C 16S rRNA-methylating
CHR399	HVO_2748	2590458	2590814	-	356	DNA-directed RNA polymerase subunit F
CHR399	HVO_2749	2590818	2591108	-	290	50S ribosomal protein L21e
CHR400	HVO_2752	2592836	2593102	-	266	translation elongation factor aEF-1 beta subunit
CHR400	HVO_2753	2593105	2593284	-	179	small CPxCG-related zinc finger protein
CHR401	HVO_2755	2594860	2595201	-	341	50S ribosomal protein L12
CHR401	HVO_2756	2595223	2596269	-	1046	50S ribosomal protein L10
CHR401	HVO_2757	2596266	2596904	-	638	50S ribosomal protein L1
CHR402	HVO_2761	2599558	2600661	+	1103	mevalonate kinase
CHR402	HVO_2762	2600658	2601404	+	746	isopentenyl phosphate kinase
CHR403	HVO_2764	2602293	2603273	+	980	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CHR403	HVO_2765	2603270	2604394	+	1124	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CHR404	HVO_2768	2610067	2610201	+	134	conserved hypothetical protein (nonfunctional)
CHR404	HVO_2768_A	2610198	2610644	+	446	conserved hypothetical protein (nonfunctional)
CHR405	HVO_2773	2614266	2615048	-	782	30S ribosomal protein S2
CHR405	HVO_2774	2615045	2616244	-	1199	enolase
CHR405	HVO_2775	2616249	2616425	-	176	DNA-directed RNA polymerase subunit K
CHR405	HVO_2776	2616422	2616616	-	194	DNA-directed RNA polymerase subunit N
CHR405	HVO_2777	2616629	2617027	-	398	30S ribosomal protein S9
CHR405	HVO_2778	2617021	2617458	-	437	50S ribosomal protein L13
CHR405	HVO_2779	2617455	2617805	-	350	50S ribosomal protein L18e
CHR406	HVO_2781	2618061	2618840	-	779	DNA-directed RNA polymerase subunit D
CHR406	HVO_2782	2618847	2619239	-	392	30S ribosomal protein S11
CHR406	HVO_2783	2619236	2619763	-	527	30S ribosomal protein S4
CHR406	HVO_2784	2619760	2620263	-	503	30S ribosomal protein S13
CHR407	HVO_2790	2623372	2624412	+	1040	Fe-S cluster carrier protein ApbC
CHR407	HVO_2791	2624409	2624738	+	329	conserved hypothetical protein
CHR408	HVO_2800	2631348	2632109	-	761	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CHR408	HVO_2801	2632106	2632969	-	863	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CHR408	HVO_2802	2632962	2634299	-	1337	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CHR408	HVO_2803	2634296	2635402	-	1106	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CHR409	HVO_2809	2639676	2640557	-	881	succinate dehydrogenase subunit B
CHR409	HVO_2810	2640557	2640928	-	371	succinate dehydrogenase subunit D
CHR409	HVO_2811	2640928	2641323	-	395	succinate dehydrogenase subunit C
CHR410	HVO_2822	2655111	2655413	+	302	hypothetical protein
CHR410	HVO_2823	2655443	2655793	+	350	conserved hypothetical protein
CHR410	HVO_2824	2655783	2656568	+	785	conserved hypothetical protein
CHR411	HVO_2825	2656634	2657452	+	818	conserved hypothetical protein
CHR411	HVO_2826	2657449	2658690	+	1241	conserved hypothetical protein
CHR411	HVO_2827	2658680	2662204	+	3524	UvrD/REP family helicase
CHR412	HVO_2832	2667912	2668163	-	251	conserved hypothetical protein (nonfunctional)
CHR412	HVO_2832_A	2667268	2667912	-	644	conserved hypothetical protein (nonfunctional)
CHR413	HVO_2845	2682183	2682731	-	548	conserved hypothetical protein
CHR413	HVO_2846	2682740	2684749	-	2009	SpoVR family protein
CHR413	HVO_2847	2684746	2686065	-	1319	UPF0229 family protein
CHR413	HVO_2848	2686056	2688329	-	2273	probable PrkA-type serine/threonine protein kinase
CHR413	HVO_2849	2688332	2690404	-	2072	probable PrkA-type serine/threonine protein kinase
CHR414	HVO_2850	2690938	2691318	+	380	conserved hypothetical protein
CHR414	HVO_2851	2691343	2691792	+	449	UPF0179 family protein
CHR415	HVO_2863	2701945	2702244	+	299	DUF211 family protein
CHR415	HVO_2864	2702244	2702813	+	569	DUF125 family protein
CHR416	HVO_2873	2710411	2711391	-	980	flap endonuclease Fen1
CHR416	HVO_2874	2711419	2712036	-	617	GNAT family acetyltransferase
CHR417	HVO_2875	2712095	2712676	+	581	probable S-adenosylmethionine-dependent methyltransferase
CHR417	HVO_2876	2712698	2713114	+	416	DUF3054 family protein
CHR418	HVO_2880	2716454	2717524	-	1070	mRNA surveillance protein pelota
CHR418	HVO_2881	2717559	2718326	-	767	DUF4013 family protein
CHR419	HVO_2890	2730421	2731023	-	602	DUF649 family protein
CHR419	HVO_2891	2731032	2731619	-	587	thymidine kinase
CHR420	HVO_2894	2732769	2733413	-	644	HTH-10 family transcription regulator
CHR420	HVO_2895	2733448	2734452	-	1004	alpha/beta hydrolase fold protein
CHR421	HVO_2903	2740705	2741232	-	527	conserved hypothetical protein
CHR421	HVO_2904	2741234	2742187	-	953	HtpX-like protease
CHR422	HVO_2906	2742803	2743630	-	827	tRNA (cytidine/uridine-2'-O-)-methyltransferase
CHR422	HVO_2907	2743627	2744214	-	587	conserved hypothetical protein
CHR423	HVO_2918	2753026	2754024	+	998	thymidylate synthase
CHR423	HVO_2919	2754021	2754605	+	584	dihydrofolate reductase
CHR423	HVO_2920	2754598	2754801	+	203	DUF4177 family protein
CHR424	HVO_2923	2756256	2757005	+	749	proteasome alpha subunit
CHR424	HVO_2924	2757006	2757896	+	890	MOSC domain protein
CHR425	HVO_2926	2757995	2758114	+	119	amidohydrolase domain protein (nonfunctional)
CHR425	HVO_2926_A	2758114	2758377	+	263	amidohydrolase domain protein (nonfunctional)
CHR425	HVO_2926_A	2758114	2758377	+	263	amidohydrolase domain protein (nonfunctional)
CHR426	HVO_2933	2764451	2764828	+	377	conserved hypothetical protein
CHR426	HVO_2934	2764847	2765257	+	410	conserved hypothetical protein
CHR427	HVO_2947	2779920	2781632	-	1712	phenylalanine--tRNA ligase beta subunit
CHR427	HVO_2948	2781632	2783131	-	1499	phenylalanine--tRNA ligase alpha subunit
CHR428	HVO_2951	2785575	2787164	-	1589	tryptophan--tRNA ligase
CHR428	HVO_2952	2787161	2788180	-	1019	tRNA-splicing endonuclease
CHR429	HVO_2958	2794100	2795206	+	1106	2-oxo-3-methylvalerate dehydrogenase E1 component alpha subunit
CHR429	HVO_2959	2795203	2796186	+	983	2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit
CHR429	HVO_2960	2796190	2797755	+	1565	dihydrolipoamide S-acyltransferase
CHR429	HVO_2961	2797755	2799182	+	1427	dihydrolipoyl dehydrogenase
CHR430	HVO_2962	2799214	2799426	-	212	cro/C1 family transcription regulator
CHR430	HVO_2963	2799423	2799839	-	416	conserved hypothetical protein
CHR431	HVO_2974	2807898	2808278	+	380	cupin 2 barrel domain protein
CHR431	HVO_2975	2808275	2808928	+	653	conserved hypothetical protein
CHR432	HVO_2977	2810921	2811886	-	965	ArsA family ATPase
CHR432	HVO_2978	2811888	2812184	-	296	conserved hypothetical protein
CHR433	HVO_2979	2812286	2813611	+	1325	CobW domain protein
CHR433	HVO_2980	2813608	2813841	+	233	conserved hypothetical protein
CHR434	HVO_2993	2822983	2824035	-	1052	prepilin/preflagellin peptidase
CHR434	HVO_2994	2824060	2824590	-	530	hypothetical protein
CHR435	HVO_2998	2828360	2829607	-	1247	homoserine O-acetyltransferase
CHR435	HVO_2999	2829604	2830923	-	1319	O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)
CHR436	HVO_3001	2833318	2834241	-	923	ABC-type transport system permease protein
CHR436	HVO_3002	2834238	2835218	-	980	ABC-type transport system ATP-binding protein
pHV40	HVO_A0007	6551	7903	+	1352	ISH5-type transposase ISHvo11
pHV40	HVO_A0007_A	7920	8015	+	95	conserved hypothetical protein (nonfunctional)
pHV41	HVO_A0007_B	9451	9687	+	236	conserved hypothetical protein (nonfunctional)
pHV41	HVO_A0008	8150	9448	+	1298	IS1341-type transposase ISHvo19
pHV42	HVO_A0010	10786	11598	-	812	DUF2204 family protein
pHV42	HVO_A0011	11595	12518	-	923	ArsR family transcription regulator
pHV43	HVO_A0033	30955	31446	+	491	conserved hypothetical protein
pHV43	HVO_A0034	31450	31815	+	365	conserved hypothetical protein
pHV44	HVO_A0036	34050	34475	+	425	ArsR family transcription regulator
pHV44	HVO_A0037	34478	34780	+	302	conserved hypothetical protein
pHV45	HVO_A0044	40248	40484	-	236	conserved hypothetical protein
pHV45	HVO_A0045	40485	41372	-	887	HtpX-like protease
pHV46	HVO_A0051	45861	46265	+	404	conserved hypothetical protein
pHV46	HVO_A0052	46285	46563	+	278	conserved hypothetical protein
pHV47	HVO_A0054	46903	47589	+	686	conserved hypothetical protein
pHV47	HVO_A0055	47589	47747	+	158	conserved hypothetical protein
pHV47	HVO_A0056	47744	48262	+	518	conserved hypothetical protein (nonfunctional)
pHV47	HVO_A0056_A	48262	48408	+	146	conserved hypothetical protein (nonfunctional)
pHV47	HVO_A0056_B	48405	48686	+	281	conserved hypothetical protein (nonfunctional)
pHV48	HVO_A0056_C	50212	50469	+	257	conserved hypothetical protein (nonfunctional)
pHV48	HVO_A0057	48734	49555	+	821	ISH9-type transposase ISHvo2
pHV49	HVO_A0065	57789	59942	-	2153	DNA-directed DNA polymerase B2
pHV49	HVO_A0066	59944	61230	-	1286	IS1341-type transposase
pHV410	HVO_A0067	61404	61709	-	305	conserved hypothetical protein
pHV410	HVO_A0068	61712	62656	-	944	conserved hypothetical protein
pHV411	HVO_A0070	63533	64375	-	842	ribonuclease H domain protein (nonfunctional)
pHV411	HVO_A0070_A	62930	63532	-	602	ribonuclease H domain protein (nonfunctional)
pHV412	HVO_A0074	66855	70151	+	3296	AAA-type ATPase domain protein
pHV412	HVO_A0076	70141	71505	+	1364	conserved hypothetical protein
pHV413	HVO_A0078	73386	75701	-	2315	SNF2/RAD54 helicase domain protein (nonfunctional)
pHV413	HVO_A0078_A	71552	71938	-	386	SNF2/RAD54 helicase domain protein (nonfunctional)
pHV414	HVO_A0083	83529	83906	-	377	Rieske-type iron-sulfur protein (2Fe-2S)
pHV414	HVO_A0084	83913	85046	-	1133	amidohydrolase domain protein
pHV415	HVO_A0088	88508	91582	-	3074	FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)
pHV415	HVO_A0089	91575	91754	-	179	small CPxCG-related zinc finger protein
pHV416	HVO_A0100	106036	106533	-	497	ISHwa16-type transposase ISHvo16
pHV416	HVO_A0100_A	105533	106036	-	503	ISHwa16-type transposase ISHvo16
pHV417	HVO_A0107	109523	109765	-	242	conserved hypothetical protein
pHV417	HVO_A0108	109784	110275	-	491	conserved hypothetical protein
pHV418	HVO_A0114	113348	113815	-	467	HTH domain protein
pHV418	HVO_A0115	113796	114104	-	308	conserved hypothetical protein
pHV419	HVO_A0129	127679	127990	+	311	conserved hypothetical protein
pHV419	HVO_A0130	127994	128602	+	608	conserved hypothetical protein
pHV4113	HVO_A0131s	129485	129672	+	187	NA
pHV4113	HVO_A0131s2	129695	129841	+	146	NA
pHV420	HVO_A0132	130087	130371	-	284	ISH16-type transposase HfIRS5 (nonfunctional)
pHV420	HVO_A0132_A	129967	130086	-	119	ISH16-type transposase HfIRS5 (nonfunctional)
pHV420	HVO_A0132_B	129784	129837	-	53	ISH16-type transposase HfIRS5 (nonfunctional)
pHV421	HVO_A0132_C	130635	130688	-	53	ISH9-type transposase HfIRS2 (nonfunctional)
pHV421	HVO_A0132_D	130525	130635	-	110	ISH9-type transposase HfIRS2 (nonfunctional)
pHV422	HVO_A0135	133406	133768	+	362	HTH domain protein
pHV422	HVO_A0136	133761	134105	+	344	PemK family protein
pHV423	HVO_A0145	141079	142257	-	1178	ABC-type transport system ATP-binding protein (probable substrate sugar)
pHV423	HVO_A0146	142260	143258	-	998	ABC-type transport system permease protein (probable substrate sugar)
pHV423	HVO_A0147	143258	144250	-	992	ABC-type transport system permease protein (probable substrate sugar)
pHV424	HVO_A0153	151328	151816	-	488	UspA domain protein
pHV424	HVO_A0154	151820	153469	-	1649	SSSF family transport protein
pHV424	HVO_A0155	153466	153903	-	437	DUF4212 family protein
pHV425	HVO_A0161	163583	164173	+	590	TetR family transcription regulator
pHV425	HVO_A0162	164170	165636	+	1466	MATE efflux family protein
pHV426	HVO_A0163	165667	166728	-	1061	proline racemase
pHV426	HVO_A0164	166725	167048	-	323	conserved hypothetical protein
pHV426	HVO_A0165	167050	168516	-	1466	SNF family transport protein
pHV427	HVO_A0166	168878	169117	+	239	conserved hypothetical protein
pHV427	HVO_A0167	169148	169276	+	128	small CPxCG-related zinc finger protein
pHV428	HVO_A0176	179508	180359	-	851	ABC-type transport system permease protein
pHV428	HVO_A0177	180356	181339	-	983	ABC-type transport system ATP-binding protein
pHV429	HVO_A0179	182280	183068	+	788	conserved hypothetical protein
pHV429	HVO_A0180	183065	184846	+	1781	Smc-like protein Sph1
pHV430	HVO_A0185	186868	187083	+	215	hypothetical protein
pHV430	HVO_A0186	187110	188408	+	1298	ATP-grasp domain protein
pHV431	HVO_A0188	189115	189552	-	437	homolog to endonuclease VapC
pHV431	HVO_A0189	189549	189824	-	275	conserved hypothetical protein
pHV432	HVO_A0191	191621	191761	+	140	hypothetical protein
pHV432	HVO_A0192	191758	193056	+	1298	polysaccharide deacetylase domain protein
pHV4114	HVO_A0204s	207662	207678	+	16	NA
pHV4114	HVO_A0204s2	207708	207873	+	165	NA
pHV433	HVO_A0205	207954	208772	+	818	CRISPR-associated endoribonuclease Cas6
pHV433	HVO_A0206	208772	210925	+	2153	CRISPR-associated protein Cas8b
pHV433	HVO_A0207	210946	211968	+	1022	CRISPR-associated protein Cas7
pHV433	HVO_A0208	211979	212776	+	797	CRISPR-associated protein Cas5%2C Hmari subtype
pHV433	HVO_A0209	212801	215614	+	2813	CRISPR-associated nuclease/helicase Cas3
pHV434	HVO_A0210	215804	216355	+	551	CRISPR-associated exonuclease Cas4
pHV434	HVO_A0211	216359	217354	+	995	CRISPR-associated endonuclease Cas1
pHV434	HVO_A0212	217356	217616	+	260	CRISPR-associated endonuclease Cas2
pHV435	HVO_A0216	222046	222621	+	575	LpxA family protein
pHV435	HVO_A0217	222618	223721	+	1103	DegT family aminotransferase
pHV435	HVO_A0218	223718	224803	+	1085	GFO family oxidoreductase
pHV435	HVO_A0219	224800	226227	+	1427	probable nucleotide sugar dehydrogenase
pHV435	HVO_A0220	226224	227309	+	1085	probable nucleotide sugar epimerase
pHV435	HVO_A0221	227302	228387	+	1085	conserved hypothetical protein
pHV436	HVO_A0223	229855	230040	+	185	hypothetical protein
pHV436	HVO_A0224	230037	231125	+	1088	FemAB family protein
pHV437	HVO_A0227	232853	232996	+	143	hypothetical protein
pHV437	HVO_A0228	233027	233902	+	875	5'-nucleotidase SurE
pHV438	HVO_A0233	237010	237321	-	311	hypothetical protein
pHV438	HVO_A0234	237346	237771	-	425	homolog to phiCh1-ORF95
pHV438	HVO_A0235	237783	238007	-	224	hypothetical protein
pHV438	HVO_A0236	238018	238752	-	734	hypothetical protein
pHV439	HVO_A0237	239082	241616	-	2534	adenine specific DNA methyltransferase (nonfunctional)
pHV439	HVO_A0238	241631	242983	-	1352	ISH5-type transposase ISHvo11
pHV440	HVO_A0243	246816	246986	-	170	conserved hypothetical protein
pHV440	HVO_A0244	247020	247418	-	398	death-on-curing family protein
pHV441	HVO_A0248	250238	250330	-	92	conserved hypothetical protein (nonfunctional)
pHV441	HVO_A0248_A	249905	250237	-	332	conserved hypothetical protein (nonfunctional)
pHV4115	HVO_A0249s	250939	251267	-	328	NA
pHV4115	HVO_A0249s2	251252	251268	-	16	NA
pHV442	HVO_A0252	253729	253890	+	161	HTH domain protein (nonfunctional)
pHV442	HVO_A0252_A	253887	254132	+	245	HTH domain protein (nonfunctional)
pHV443	HVO_A0259	261059	261217	-	158	conserved hypothetical protein (nonfunctional)
pHV443	HVO_A0259_A	261041	261058	-	17	conserved hypothetical protein (nonfunctional)
pHV443	HVO_A0259_B	260858	261040	-	182	conserved hypothetical protein (nonfunctional)
pHV444	HVO_A0265	269450	269635	-	185	ISH14-type transposase HfIRS8 (nonfunctional)
pHV444	HVO_A0265_A	269069	269443	-	374	ISH14-type transposase HfIRS8 (nonfunctional)
pHV444	HVO_A0265_B	268959	269069	-	110	ISH14-type transposase HfIRS8 (nonfunctional)
pHV445	HVO_A0269	274083	275774	+	1691	glycerol-3-phosphate dehydrogenase subunit A
pHV445	HVO_A0270	275764	277122	+	1358	glycerol-3-phosphate dehydrogenase subunit B
pHV446	HVO_A0275	281180	282259	-	1079	conserved hypothetical protein
pHV446	HVO_A0276	282252	283844	-	1592	FGGY family carbohydrate kinase
pHV447	HVO_A0277	284563	284832	+	269	ribonuclease H%2C type 1 (nonfunctional)
pHV447	HVO_A0277_D	285087	285140	+	53	ribonuclease H%2C type 1 (nonfunctional)
pHV447	HVO_A0277_D	285087	285140	+	53	ribonuclease H%2C type 1 (nonfunctional)
pHV447	HVO_A0277_D	285087	285140	+	53	ribonuclease H%2C type 1 (nonfunctional)
pHV447	HVO_A0277_D	285087	285140	+	53	ribonuclease H%2C type 1 (nonfunctional)
pHV448	HVO_A0281	289927	291024	+	1097	ABC-type transport system ATP-binding protein (probable substrate sugar)
pHV448	HVO_A0282	291026	291826	+	800	creatininase
pHV449	HVO_A0283	291900	293252	+	1352	ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)
pHV449	HVO_A0284	293262	294200	+	938	ABC-type transport system permease protein (probable substrate sugar)
pHV449	HVO_A0285	294197	295042	+	845	ABC-type transport system permease protein (probable substrate sugar)
pHV450	HVO_A0288	297495	298337	+	842	probable oxidoreductase (short-chain dehydrogenase family)
pHV450	HVO_A0289	298349	298723	+	374	enamine/imine deaminase
pHV451	HVO_A0293	303472	304617	+	1145	ABC-type transport system ATP-binding protein (probable substrate spermidine/putrescine)
pHV451	HVO_A0294	304619	305785	+	1166	ABC-type transport system ATP-binding protein (probable substrate spermidine/putrescine)
pHV452	HVO_A0295	305947	307179	+	1232	amidase (hydantoinase/carbamoylase family)
pHV452	HVO_A0295_A	307182	308231	+	1049	luciferase family protein
pHV453	HVO_A0310	324116	324898	-	782	conserved hypothetical protein
pHV453	HVO_A0311	324918	325835	-	917	probable halocin (homolog to halocin C8)
pHV454	HVO_A0313	326858	327058	-	200	cro/C1 family transcription regulator
pHV454	HVO_A0314	327064	327459	-	395	hypothetical protein
pHV454	HVO_A0315	327461	327691	-	230	conserved hypothetical protein
pHV455	HVO_A0317	329325	329672	+	347	ArsR family transcription regulator
pHV455	HVO_A0318	329674	329997	+	323	conserved hypothetical protein
pHV456	HVO_A0322	332424	333305	+	881	ABC-type transport system permease protein
pHV456	HVO_A0323	333302	334057	+	755	ABC-type transport system ATP-binding protein
pHV456	HVO_A0324	334054	334635	+	581	conserved hypothetical protein
pHV457	HVO_A0327	338616	338729	+	113	hypothetical protein
pHV457	HVO_A0328	338726	339682	+	956	2-keto-3-deoxygalactonate kinase
pHV458	HVO_A0336	346747	348900	-	2153	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
pHV458	HVO_A0337	348897	349796	-	899	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV458	HVO_A0338	349796	350755	-	959	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV458	HVO_A0339	350771	352444	-	1673	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
pHV459	HVO_A0344	356797	357006	-	209	UspA domain protein (nonfunctional)
pHV459	HVO_A0344_A	356250	356792	-	542	UspA domain protein (nonfunctional)
pHV460	HVO_A0345	357340	357564	-	224	transport protein (probable substrate cationic amino acids) (nonfunctional)
pHV460	HVO_A0345_A	356999	357355	-	356	transport protein (probable substrate cationic amino acids) (nonfunctional)
pHV461	HVO_A0348	359521	360924	-	1403	ISH7-type transposase ISHvo15 (nonfunctional)
pHV461	HVO_A0348_A	359324	359521	-	197	ISH7-type transposase ISHvo15 (nonfunctional)
pHV462	HVO_A0350	363010	363651	+	641	conserved hypothetical protein
pHV462	HVO_A0351	363651	364424	+	773	hypothetical protein
pHV463	HVO_A0355	365782	367134	+	1352	ISH5-type transposase ISHvo11
pHV463	HVO_A0356	367149	368417	+	1268	conserved hypothetical protein (nonfunctional)
pHV463	HVO_A0357	368414	369298	+	884	conserved hypothetical protein
pHV463	HVO_A0358	369295	370806	+	1511	conserved hypothetical protein
pHV464	HVO_A0364	375384	376550	+	1166	ISH3-type transposase ISHvo20
pHV464	HVO_A0365	375206	375349	+	143	conserved hypothetical protein (nonfunctional)
pHV465	HVO_A0368	379569	379850	-	281	RelE family protein
pHV465	HVO_A0369	379843	380139	-	296	CopG domain protein
pHV466	HVO_A0370	380272	380319	+	47	conserved hypothetical protein (nonfunctional)
pHV466	HVO_A0370_A	380333	380380	+	47	conserved hypothetical protein (nonfunctional)
pHV466	HVO_A0370_B	380381	380524	+	143	conserved hypothetical protein (nonfunctional)
pHV466	HVO_A0371	380521	381015	+	494	conserved hypothetical protein
pHV467	HVO_A0376	385336	386439	-	1103	probable Xaa-Pro dipeptidase
pHV467	HVO_A0377	386436	387218	-	782	hydantoin racemase
pHV467	HVO_A0378	387218	388993	-	1775	N-methylhydantoinase (ATP-hydrolyzing) B
pHV467	HVO_A0379	388990	391035	-	2045	N-methylhydantoinase (ATP-hydrolyzing) A
pHV468	HVO_A0380	391212	392903	+	1691	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
pHV468	HVO_A0381	392914	393933	+	1019	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV468	HVO_A0382	393941	394840	+	899	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV468	HVO_A0383	394840	395964	+	1124	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
pHV468	HVO_A0384	395961	397064	+	1103	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
pHV469	HVO_A0385	397167	399215	+	2048	N-methylhydantoinase (ATP-hydrolyzing) A
pHV469	HVO_A0386	399215	400966	+	1751	N-methylhydantoinase (ATP-hydrolyzing) B
pHV469	HVO_A0387	400963	401295	+	332	cupin 2 barrel domain protein
pHV470	HVO_A0389	401900	401977	+	77	conserved hypothetical protein (nonfunctional)
pHV470	HVO_A0389_A	401978	402247	+	269	conserved hypothetical protein (nonfunctional)
pHV470	HVO_A0389_B	402248	402328	+	80	conserved hypothetical protein (nonfunctional)
pHV471	HVO_A0390	402616	402783	+	167	conserved hypothetical protein (nonfunctional)
pHV471	HVO_A0390_A	402784	402894	+	110	conserved hypothetical protein (nonfunctional)
pHV471	HVO_A0391	402891	403319	+	428	conserved hypothetical protein
pHV472	HVO_A0392	403385	403867	+	482	death-on-curing family protein
pHV472	HVO_A0393	403870	404007	+	137	conserved hypothetical protein
pHV473	HVO_A0394	404316	404828	+	512	HTH domain protein
pHV473	HVO_A0395	404825	405277	+	452	conserved hypothetical protein
pHV473	HVO_A0396	405280	406098	+	818	SWIM zinc finger domain protein
pHV474	HVO_A0403	410435	410932	+	497	ISHwa16-type transposase ISHvo16
pHV474	HVO_A0403_A	410932	411435	+	503	ISHwa16-type transposase ISHvo16
pHV474	HVO_A0405	410345	410392	+	47	conserved hypothetical protein (nonfunctional)
pHV475	HVO_A0408	413614	413925	+	311	ISH3-type transposase ISH20 (nonfunctional)
pHV475	HVO_A0408_A	413933	414760	+	827	ISH3-type transposase ISH20 (nonfunctional)
pHV476	HVO_A0417	422330	422638	+	308	conserved hypothetical protein
pHV476	HVO_A0418	422619	423086	+	467	HTH domain protein
pHV477	HVO_A0425	428467	429507	-	1040	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
pHV477	HVO_A0426	429509	430522	-	1013	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
pHV477	HVO_A0426_A	430526	431455	-	929	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV477	HVO_A0427	431457	432383	-	926	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
pHV477	HVO_A0428	432411	434114	-	1703	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
pHV478	HVO_A0429_A	435957	437012	-	1055	homolog to dipeptide epimerase
pHV478	HVO_A0430	437009	438049	-	1040	DUF1611 family protein
pHV479	HVO_A0435	443575	444387	-	812	DUF2204 family protein
pHV479	HVO_A0436	444384	445307	-	923	ArsR family transcription regulator
pHV480	HVO_A0437	445533	445964	+	431	conserved hypothetical protein
pHV480	HVO_A0438	445961	446530	+	569	conserved hypothetical protein
pHV481	HVO_A0440	447953	449311	-	1358	DUF790 family protein
pHV481	HVO_A0441	449311	450711	-	1400	DNA repair helicase Rad25
pHV482	HVO_A0443	451482	451976	-	494	conserved hypothetical protein
pHV482	HVO_A0444	451973	452332	-	359	conserved hypothetical protein
pHV483	HVO_A0450	457668	457904	-	236	UspA domain protein (nonfunctional)
pHV483	HVO_A0450_A	456082	456261	-	179	UspA domain protein (nonfunctional)
pHV484	HVO_A0451	458433	460358	+	1925	transport protein (probable substrate arsenite/antimonite)
pHV484	HVO_A0452	460367	461248	+	881	UspA domain protein
pHV485	HVO_A0458	465053	465928	+	875	ParA domain protein
pHV485	HVO_A0459	465925	466335	+	410	conserved hypothetical protein
pHV486	HVO_A0460	467011	467805	-	794	ABC-type transport system permease protein (probable substrate phosphate/phosphonate)
