id	source	region	left	right	feature	strand	new_locus	old_locus
NC_013967.1	Protein Homology	CDS	1928195	1929772		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1930351	1930872		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1930885	1932135		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1932300	1932952		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1932956	1933816		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1933890	1936142		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1936171	1937727		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1938116	1941178		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1941469	1942626		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1942628	1943305		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1943302	1944444		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1944472	1945284		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1945606	1947240		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1947682	1949784		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1950195	1952411		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1952583	1952957		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1953615	1953923		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1954168	1955493		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1955740	1956543		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1956917	1958386		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1958400	1959647		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1959773	1960786		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1960956	1961600		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1961684	1962892		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1963459	1964253		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1964788	1965069		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1965302	1965763		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1965879	1967321		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1967493	1967789		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1967896	1968573		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1968602	1969378		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1969381	1969806		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1970018	1970779		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1971127	1972587		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1973308	1974072		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1974142	1975149		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1975149	1976387		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1976465	1976662		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1976709	1977920		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1978054	1978989		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1979250	1980047		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1980207	1981151		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1981148	1982068		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1982189	1983292		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1983562	1984137		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1984201	1985358		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1985891	1986100		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1986097	1987203		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1987200	1988276		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1988273	1989277		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1989279	1990238		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1990314	1992065		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1992248	1993510		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1993640	1994896		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1995516	1996334		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	1996962	1997831		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1998144	1998422		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1998477	1999643		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	1999777	2000010		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2000143	2001483		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2001515	2001814		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2001976	2002281		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2002317	2002931		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2003173	2003493		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2003736	2004002		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2004170	2005249		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2005712	2006071		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2006104	2007294		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2007380	2007946		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2008043	2008540		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2009548	2011830		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2011948	2012268		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2012303	2012953		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2013157	2013354		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2013419	2014540		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2014697	2015338		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2015342	2015710		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2015968	2017125		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2017239	2018687		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2018805	2019839		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2019911	2020816		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2020905	2021102		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2021222	2023477		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2023654	2023944		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2024395	2024574		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2025234	2031950		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2032068	2033150		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2033187	2033714		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2033868	2034617		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2034610	2035845		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2035838	2037127		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2037202	2037477		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2037478	2038389		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2038488	2039477		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2039493	2040533		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2040530	2041024		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2041043	2042470		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2042729	2044912		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2044974	2045978		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2046170	2046817		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2046853	2048817		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2049252	2049452		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2049729	2050007		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2050009	2050266		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2050263	2050733		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2050770	2051465		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2051466	2051804		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2051881	2052600		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2052655	2054586		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2054713	2054970		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2055102	2055935		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2056014	2057096		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2057607	2058281		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2058283	2058534		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2058817	2060238		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2060384	2061367		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2061444	2061659		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2061701	2062720		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2062859	2063617		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2063627	2065360		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2065360	2065668		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2065693	2066115		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2066232	2067599		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2067601	2068149		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2068285	2068887		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2068924	2070099		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2070415	2071035		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2071042	2071749		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2071805	2072980		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2073204	2074109		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2074256	2074501		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2074586	2075179		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2075199	2075519		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2075659	2076705		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2076722	2076955		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2077064	2077747		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2077750	2077986		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2078046	2078543		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2078874	2081267		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2081627	2081925		-	#VALUE!	
NC_013967.1	tRNAscan-SE	tRNA	2082040	2082124		-	#VALUE!	
NC_013967.1	tRNAscan-SE	exon	2082040	2082124		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2082166	2082510		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2082802	2085363		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2085478	2086821		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2086870	2087388		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2087596	2088573		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2088664	2088900		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2088987	2090012		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2090082	2091164		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2091273	2092316		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2092375	2093244		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2093381	2094415		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2094572	2095312		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2095309	2096085		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2096172	2096876		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2096887	2097303		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2097367	2097768		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2097818	2098270		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2098267	2098566		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2098773	2099213		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2099463	2099735		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2099874	2100302		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2100423	2101256		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2101353	2101568		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2101717	2102325		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2102464	2102682		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2102738	2103457		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2103547	2103786		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2103968	2104810		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2104893	2105708		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2105839	2107227		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2107402	2107947		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2108017	2109711		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2110297	2111463		-	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2111683	2112195		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2113851	2114561		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2114657	2115367		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2115430	2116818		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2117186	2117695		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2117697	2118632		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2118646	2118960		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2119332	2119541		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2119545	2119757		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2119911	2122316		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2122480	2122746		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2122933	2123286		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2123279	2124760		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2124744	2125901		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2126072	2126614		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2126758	2128980		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2128977	2130371		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2130371	2131603		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2131833	2132333		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2132333	2133265		+	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2133442	2133699		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2134087	2136648		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2136760	2140953		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2140967	2141383		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2141380	2143299		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2143296	2144267		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2144264	2144617		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2144614	2146380		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2146377	2146583		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2146625	2147704		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2147711	2148052		-	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2148165	2148437		-	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2148610	2149242		-	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2149485	2149775		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2150003	2150245		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2151899	2152816		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2154109	2155278		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2155631	2157352		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2157895	2159139		+	#VALUE!	
NC_013967.1	GeneMarkS+	CDS	2159320	2160219		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2160464	2160859		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2160851	2161873		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2162076	2162873		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2163690	2164787		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2164881	2165231		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2165333	2166019		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2166149	2167228		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2167310	2168071		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2168213	2169028		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2169044	2169418		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2169513	2169941		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2169999	2171675		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2171684	2172052		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2172194	2173414		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2173411	2175315		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2175416	2176162		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2176234	2176902		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2176949	2177344		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2177341	2177616		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2177662	2178087		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2178257	2179642		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2179639	2180286		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2180288	2181349		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2181530	2181928		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2182037	2182966		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2182993	2184354		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2184426	2184794		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2184935	2185543		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2185692	2187005		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2187002	2187457		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2187520	2188938		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2189162	2189911		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2190129	2190344		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2190344	2191843		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2191913	2192197		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2192273	2192791		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2192908	2193705		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2193734	2194300		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2194376	2194759		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2194879	2195988		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2196096	2197262		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2198162	2199088		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2199131	2200186		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2200230	2200970		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2201120	2202028		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2202120	2202623		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2202757	2203638		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2203705	2205525		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2205622	2206935		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2207083	2207742		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2207739	2209223		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2209251	2209853		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2210016	2210924		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2210939	2211193		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2211216	2212457		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2212657	2212896		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2213023	2213445		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2213527	2214453		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2214514	2215317		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2215392	2217050		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2217195	2217806		+	#VALUE!	
NC_013967.1	tRNAscan-SE	tRNA	2217987	2218060		+	#VALUE!	
NC_013967.1	tRNAscan-SE	exon	2217987	2218060		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2218384	2218572		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2219002	2220024		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2220094	2221317		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2221457	2221678		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2221843	2222094		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2222252	2222782		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2222808	2223830		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2223975	2227223		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2227376	2228140		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2228156	2228977		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2229188	2230375		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2230490	2231161		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2231324	2231758		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2231817	2233793		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2233929	2234342		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2234403	2235677		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2235827	2236486		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2236506	2236910		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2236985	2237431		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2237561	2237938		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2238108	2239109		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2239456	2240493		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2240557	2241516		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2241518	2243146		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2243198	2244046		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2244236	2244916		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2245008	2247239		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2247433	2248914		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2249066	2249812		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2249984	2250673		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2250787	2251929		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2252319	2254595		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2254585	2256711		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2256716	2258887		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2258891	2260621		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2260741	2261445		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2261527	2261898		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2261991	2262941		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2263398	2263586		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2263590	2263778		+	#VALUE!	
NC_013967.1	tRNAscan-SE	tRNA	2264001	2264075		-	#VALUE!	
NC_013967.1	tRNAscan-SE	exon	2264001	2264075		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2264147	2264398		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2264658	2265191		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2265188	2265427		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2265616	2266722		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2266719	2267588		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2267588	2268583		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2268958	2270379		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2270379	2271722		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2271724	2272104		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2272107	2273198		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2273429	2274229		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2274217	2275029		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2275026	2275325		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2275322	2275978		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2276106	2276522		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2276649	2279081		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2279071	2280555		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2280933	2281418		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2281831	2283093		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2283214	2283465		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2283887	2284363		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2284470	2285318		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2285471	2286058		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2286116	2288794		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2288857	2290194		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2290249	2290549		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2290689	2291396		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2291537	2292193		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2292282	2292821		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2292877	2293458		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2293643	2294293		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2294500	2294892		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2295031	2296497		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2296586	2297647		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2297695	2297925		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2297996	2298724		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2298721	2299551		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2299595	2300488		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2300777	2301568		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2301770	2303038		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2303258	2304364		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2304496	2306751		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2306785	2307474		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2307652	2308290		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2308465	2308644		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2308662	2310072		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2310076	2311073		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2311080	2312142		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2312144	2313334		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2313327	2314654		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2314765	2315700		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2315713	2316012		-	#VALUE!	
NC_013967.1	Protein Homology	CDS	2316359	2316625		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2316814	2317797		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2317858	2318418		+	#VALUE!	
NC_013967.1	Protein Homology	CDS	2318472	2318660		+	#VALUE!	
